sender,sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
イントロ1,html.Page,0,2023-01-06T04:14:07.695Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""ja"",""locale"":""ja"",""timeZone"":""Asia/Tokyo"",""timezoneOffset"":-540,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":740,""window_innerWidth"":1440,""window_innerHeight"":788,""devicePixelRatio"":2}",,,,,,39325.48200000596,form submission,,,,41448.40000000596,41447.90000000596,1672.436,2130.2000000029802,2122.418,41438.828,{}
イントロ2,html.Page,1,2023-01-06T04:14:18.841Z,,,,,,,11155.171999999999,form submission,,,,52594.40000000596,52594,41422.162,41448.90000000596,41438.828,52622.007,
イントロ3,html.Page,2,2023-01-06T04:14:34.016Z,,,,,,,15147.292999997022,form submission,,,,67769.40000000596,67769.29999999702,52605.341,52595,52622.007,67788.453,
イントロ4,html.Page,3,2023-01-06T04:14:55.812Z,,,,,,,21776.447000005966,form submission,,,,89565.10000000894,89564.90000000596,67771.787,67769.60000000894,67788.453,89588.164,
イントロ5,html.Page,4,2023-01-06T04:15:09.405Z,,,,,,,13569.335999999996,form submission,,,,103157.79999999702,103157.5,89571.498,89565.20000000298,89588.164,103187.964,
できるだけ早く正確に,canvas.Screen,5,2023-01-06T04:15:10.425Z,,,,,,,1016.6259999999893,timeout,,,,104177.40000000596,104171.258,103154.632,103158,103187.964,104204.59,
空白時間1 (0.5秒),canvas.Screen,6_0_0,2023-01-06T04:15:10.938Z,,,d,,,315,499.9800000000105,timeout,eR.jpg,,,104690.60000000894,104687.904,104171.258,104177.79999999702,104204.59,104704.57,
注視(1秒),canvas.Screen,6_0_1,2023-01-06T04:15:11.937Z,,,d,,,315,1049.9579999999987,timeout,eR.jpg,,,105690.10000000894,105687.864,104687.904,104690.90000000596,104704.57,105754.528,
空白時間2 (0.5秒),canvas.Screen,6_0_2,2023-01-06T04:15:12.489Z,,,d,,,315,499.9799999999959,timeout,eR.jpg,,,106241.20000000298,106237.842,105687.864,105690.40000000596,105754.528,106254.508,
刺激提示(練習),canvas.Screen,6_0_3,2023-01-06T04:15:13.803Z,,,d,false,d,315,1292.2919999970181,response,eR.jpg,b,keypress(f),107555.90000000596,107546.79999999702,106237.842,106241.70000000298,106254.508,107571.122,
フィードバック(0.5秒),canvas.Screen,6_0_4,2023-01-06T04:15:14.303Z,,,d,,,315,499.9799999999959,timeout,eR.jpg,,,108056,108054.436,107554.456,107557.70000000298,107571.122,108071.102,
トライアル,flow.Sequence,6_0,2023-01-06T04:15:14.304Z,,,d,,,315,3849.846000000005,completion,eR.jpg,,,108056.40000000596,108054.436,104171.258,104177.70000000298,104204.59,108071.102,
空白時間1 (0.5秒),canvas.Screen,6_1_0,2023-01-06T04:15:14.804Z,,,b,,,270,499.9799999999959,timeout,e.jpg,,,108556.40000000596,108554.416,108054.436,108056.60000000894,108071.102,108571.082,
注視(1秒),canvas.Screen,6_1_1,2023-01-06T04:15:15.804Z,,,b,,,270,999.9600000000064,timeout,e.jpg,,,109556.40000000596,109554.376,108554.416,108556.60000000894,108571.082,109571.042,
空白時間2 (0.5秒),canvas.Screen,6_1_2,2023-01-06T04:15:16.304Z,,,b,,,270,499.9799999999959,timeout,e.jpg,,,110056.29999999702,110054.356,109554.376,109556.60000000894,109571.042,110071.022,
刺激提示(練習),canvas.Screen,6_1_3,2023-01-06T04:15:17.197Z,,,b,true,b,270,872.678000002983,response,e.jpg,b,keypress(f),110949.79999999702,110943.70000000298,110054.356,110056.5,110071.022,111004.318,
フィードバック(0.5秒),canvas.Screen,6_1_4,2023-01-06T04:15:17.738Z,,,b,,,270,499.9799999999959,timeout,e.jpg,,,111490.40000000596,111487.632,110954.32,110951.79999999702,111004.318,111504.298,
トライアル,flow.Sequence,6_1,2023-01-06T04:15:17.738Z,,,b,,,270,3416.529999999999,completion,e.jpg,,,111490.90000000596,111487.632,108054.436,108056.60000000894,108071.102,111504.298,
空白時間1 (0.5秒),canvas.Screen,6_2_0,2023-01-06T04:15:18.238Z,,,d,,,135,533.3120000000054,timeout,eR.jpg,,,111990.70000000298,111987.612,111487.632,111491.20000000298,111504.298,112037.61,
注視(1秒),canvas.Screen,6_2_1,2023-01-06T04:15:19.270Z,,,d,,,135,1016.6260000000038,timeout,eR.jpg,,,113022.70000000298,113020.904,111987.612,111990.90000000596,112037.61,113054.236,
空白時間2 (0.5秒),canvas.Screen,6_2_2,2023-01-06T04:15:19.787Z,,,d,,,135,533.5910000000003,timeout,eR.jpg,,,113539.10000000894,113537.829,113020.904,113022.90000000596,113054.236,113587.827,
