sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
canvas.Screen,6_1_4,2023-01-14T03:36:48.752Z,,,d,,,135,271.118,timeout,eR.jpg,,,20700.1,20699.6,20196.437,20427.4,20212.935,20484.053,
flow.Sequence,6_1,2023-01-14T03:36:48.752Z,,,d,,,135,2758.897,completion,eR.jpg,,,20700.5,20699.6,18159.9,18161.1,17940.703,20484.053,
canvas.Screen,6_2_0,2023-01-14T03:36:49.030Z,,,b,,,270,262.68,timeout,e.jpg,,,20978,20977.8,20699.6,20700.7,20484.053,20746.733,
canvas.Screen,6_2_1,2023-01-14T03:36:49.788Z,,,b,,,270,766.356,timeout,e.jpg,,,21736.3,21736,20977.8,20978.3,20746.733,21513.089,
canvas.Screen,6_2_2,2023-01-14T03:36:50.043Z,,,b,,,270,253.635,timeout,e.jpg,,,21991.6,21991.3,21736,21736.5,21513.089,21766.724,
canvas.Screen,6_2_3,2023-01-14T03:36:51.104Z,,,b,TRUE,b,270,1285.476,response,e.jpg,b,keypress(f),23052.7,23052.2,21991.3,21991.9,21766.724,22845.921,
canvas.Screen,6_2_4,2023-01-14T03:36:51.375Z,,,b,,,270,250.242,timeout,e.jpg,,,23323.4,23323.1,22828.929,23058.1,22845.921,23096.163,
flow.Sequence,6_2,2023-01-14T03:36:51.376Z,,,b,,,270,2839.047,completion,e.jpg,,,23323.9,23323.1,20699.6,20700.6,20484.053,23096.163,
canvas.Screen,6_3_0,2023-01-14T03:36:51.699Z,,,d,,,315,333.335,timeout,eR.jpg,,,23647.6,23647.3,23323.1,23324.1,23096.163,23429.498,
canvas.Screen,6_3_1,2023-01-14T03:36:52.467Z,,,d,,,315,766.417,timeout,eR.jpg,,,24415.8,24415.4,23647.3,23647.8,23429.498,24195.915,
canvas.Screen,6_3_2,2023-01-14T03:36:52.732Z,,,d,,,315,266.971,timeout,eR.jpg,,,24680,24679.6,24415.4,24416,24195.915,24462.886,
canvas.Screen,6_3_3,2023-01-14T03:36:53.656Z,,,d,TRUE,d,315,1140.514,response,eR.jpg,d,keypress(j),25603.9,25603.4,24679.6,24680.3,24462.886,25395.707,
canvas.Screen,6_3_4,2023-01-14T03:36:53.924Z,,,d,,,315,250.659,timeout,eR.jpg,,,25872.6,25872.2,25381.084,25604.6,25395.707,25646.366,
flow.Sequence,6_3,2023-01-14T03:36:53.925Z,,,d,,,315,2776.037,completion,eR.jpg,,,25872.9,25872.2,23323.1,23323.9,23096.163,25646.366,
flow.Loop,6,2023-01-14T03:36:53.925Z,,,,,,,10555.093,completion,,,,25873.1,25872.2,15543,15543.8,15317.107,25646.366,
html.Page,7,2023-01-14T03:36:56.827Z,,,,,,,3128.934,form submission,,,,28775.4,28775.3,25872.2,25873.2,25646.366,28561.807,
canvas.Screen,8,2023-01-14T03:36:57.608Z,,,,,,,770.148,timeout,,,,29556,29555.8,28546.264,28775.6,28561.807,29331.955,
canvas.Screen,9_0_0,2023-01-14T03:36:57.869Z,,,d,,,315,263.353,timeout,eR.jpg,,,29816.9,29816.8,29555.8,29556.2,29331.955,29595.308,
canvas.Screen,9_0_1,2023-01-14T03:36:58.642Z,,,d,,,315,766.452,timeout,eR.jpg,,,30590.8,30590.5,29816.8,29817.1,29595.308,30361.76,
canvas.Screen,9_0_2,2023-01-14T03:36:58.891Z,,,d,,,315,253.53,timeout,eR.jpg,,,30839.6,30839.5,30590.5,30590.9,30361.76,30615.29,
canvas.Screen,9_0_3,2023-01-14T03:36:59.805Z,,,d,TRUE,d,315,1137.51,response,eR.jpg,d,keypress(j),31753.4,31752.8,30839.5,30839.7,30615.29,31544.832,
canvas.Screen,9_0_4,2023-01-14T03:37:00.076Z,,,d,,,315,250.011,timeout,eR.jpg,,,32023.9,32023.6,31527.815,31761.2,31544.832,31794.843,
flow.Sequence,9_0,2023-01-14T03:37:00.076Z,,,d,,,315,2691.645,completion,eR.jpg,,,32024.1,32023.6,29555.8,29556.2,29331.955,31794.843,
canvas.Screen,9_1_0,2023-01-14T03:37:00.323Z,,,d,,,225,250.063,timeout,eR.jpg,,,32271.4,32271.1,32023.6,32024.1,31794.843,32044.906,
canvas.Screen,9_1_1,2023-01-14T03:37:01.092Z,,,d,,,225,767.055,timeout,eR.jpg,,,33040.1,33039.7,32271.1,32271.6,32044.906,32811.961,
canvas.Screen,9_1_2,2023-01-14T03:37:01.349Z,,,d,,,225,260.143,timeout,eR.jpg,,,33297.3,33296.9,33039.7,33040.2,32811.961,33072.104,
canvas.Screen,9_1_3,2023-01-14T03:37:02.439Z,,,d,TRUE,d,225,1314.396,response,eR.jpg,d,keypress(j),34387.5,34386.5,33296.9,33297.5,33072.104,34177.733,
canvas.Screen,9_1_4,2023-01-14T03:37:02.780Z,,,d,,,225,334.057,timeout,eR.jpg,,,34728.6,34728.2,34164.251,34388.5,34177.733,34511.79,
flow.Sequence,9_1,2023-01-14T03:37:02.781Z,,,d,,,225,2933.357,completion,eR.jpg,,,34728.9,34728.2,32023.6,32024.1,31794.843,34511.79,
canvas.Screen,9_2_0,2023-01-14T03:37:03.116Z,,,d,,,45,332.917,timeout,eR.jpg,,,35064.4,35064.1,34728.2,34729.1,34511.79,34844.707,
canvas.Screen,9_2_1,2023-01-14T03:37:03.877Z,,,d,,,45,749.963,timeout,eR.jpg,,,35825,35824.8,35064.1,35064.6,34844.707,35594.67,
canvas.Screen,9_2_2,2023-01-14T03:37:04.124Z,,,d,,,45,253.305,timeout,eR.jpg,,,36072.1,36071.8,35824.8,35825.2,35594.67,35847.975,
canvas.Screen,9_2_3,2023-01-14T03:37:05.007Z,,,d,FALSE,d,45,1106.525,response,eR.jpg,b,keypress(f),36955.4,36954.5,36071.8,36072.3,35847.975,36761.148,
canvas.Screen,9_2_4,2023-01-14T03:37:05.292Z,,,d,,,45,250.007,timeout,eR.jpg,,,37240.1,37239.7,36745.542,36965.1,36761.148,37011.155,
flow.Sequence,9_2,2023-01-14T03:37:05.292Z,,,d,,,45,2727.91,completion,eR.jpg,,,37240.3,37239.7,34728.2,34729.1,34511.79,37011.155,
canvas.Screen,9_3_0,2023-01-14T03:37:05.540Z,,,d,,,135,253.507,timeout,eR.jpg,,,37488.3,37488,37239.7,37240.5,37011.155,37264.662,
canvas.Screen,9_3_1,2023-01-14T03:37:06.300Z,,,d,,,135,762.744,timeout,eR.jpg,,,38248.3,38248,37488,37488.6,37264.662,38027.406,
canvas.Screen,9_3_2,2023-01-14T03:37:06.555Z,,,d,,,135,250.141,timeout,eR.jpg,,,38503.4,38503.1,38248,38248.6,38027.406,38277.547,
canvas.Screen,9_3_3,2023-01-14T03:37:07.354Z,,,d,TRUE,d,135,1024.753,response,eR.jpg,d,keypress(j),39302.8,39302.3,38503.1,38503.6,38277.547,39093.842,
canvas.Screen,9_3_4,2023-01-14T03:37:07.641Z,,,d,,,135,266.647,timeout,eR.jpg,,,39588.9,39588.6,39077.793,39303.5,39093.842,39360.489,
flow.Sequence,9_3,2023-01-14T03:37:07.641Z,,,d,,,135,2577.445,completion,eR.jpg,,,39589.2,39588.6,37239.7,37240.5,37011.155,39360.489,
canvas.Screen,9_4_0,2023-01-14T03:37:07.964Z,,,b,,,45,333.462,timeout,e.jpg,,,39911.9,39911.6,39588.6,39589.5,39360.489,39693.951,
canvas.Screen,9_4_1,2023-01-14T03:37:08.724Z,,,b,,,45,750.209,timeout,e.jpg,,,40672.5,40672.2,39911.6,39912.2,39693.951,40444.16,
canvas.Screen,9_4_2,2023-01-14T03:37:08.972Z,,,b,,,45,250.034,timeout,e.jpg,,,40920.3,40920,40672.2,40672.7,40444.16,40694.194,
canvas.Screen,9_4_3,2023-01-14T03:37:09.825Z,,,b,TRUE,b,45,1077.806,response,e.jpg,b,keypress(f),41773,41772,40920,40920.5,40694.194,41560.124,
canvas.Screen,9_4_4,2023-01-14T03:37:10.092Z,,,b,,,45,250.671,timeout,e.jpg,,,42040.1,42039.8,41546.608,41773.8,41560.124,41810.795,
flow.Sequence,9_4,2023-01-14T03:37:10.092Z,,,b,,,45,2679.311,completion,e.jpg,,,42040.5,42039.8,39588.6,39589.4,39360.489,41810.795,
canvas.Screen,9_5_0,2023-01-14T03:37:10.411Z,,,b,,,135,316.556,timeout,e.jpg,,,42359.4,42359.1,42039.8,42040.6,41810.795,42127.351,
canvas.Screen,9_5_1,2023-01-14T03:37:11.156Z,,,b,,,135,749.601,timeout,e.jpg,,,43104.5,43104.1,42359.1,42359.6,42127.351,42876.952,
canvas.Screen,9_5_2,2023-01-14T03:37:11.412Z,,,b,,,135,266.54,timeout,e.jpg,,,43360.4,43360.1,43104.1,43104.6,42876.952,43143.492,
canvas.Screen,9_5_3,2023-01-14T03:37:12.684Z,,,b,TRUE,b,135,1488.508,response,e.jpg,b,keypress(f),44632.5,44632,43360.1,43360.6,43143.492,44426.443,
canvas.Screen,9_5_4,2023-01-14T03:37:13.027Z,,,b,,,135,317.139,timeout,e.jpg,,,44975.3,44975,44411.472,44633,44426.443,44743.582,
flow.Sequence,9_5,2023-01-14T03:37:13.027Z,,,b,,,135,3164.205,completion,e.jpg,,,44975.7,44975,42039.8,42040.5,41810.795,44743.582,
canvas.Screen,9_6_0,2023-01-14T03:37:13.349Z,,,d,,,0,333.034,timeout,eR.jpg,,,45297.3,45297,44975,44975.9,44743.582,45076.616,
canvas.Screen,9_6_1,2023-01-14T03:37:14.107Z,,,d,,,0,753.695,timeout,eR.jpg,,,46055.6,46055.3,45297,45297.5,45076.616,45830.311,
canvas.Screen,9_6_2,2023-01-14T03:37:14.363Z,,,d,,,0,262.67,timeout,eR.jpg,,,46311.4,46311.1,46055.3,46055.8,45830.311,46092.981,
canvas.Screen,9_6_3,2023-01-14T03:37:15.331Z,,,d,TRUE,d,0,1185.019,response,eR.jpg,d,keypress(j),47279,47278,46311.1,46311.5,46092.981,47076.071,
canvas.Screen,9_6_4,2023-01-14T03:37:15.604Z,,,d,,,0,250.166,timeout,eR.jpg,,,47552.2,47551.9,47059.139,47287.9,47076.071,47326.237,
flow.Sequence,9_6,2023-01-14T03:37:15.604Z,,,d,,,0,2808.318,completion,eR.jpg,,,47552.5,47551.9,44975,44975.8,44743.582,47326.237,
canvas.Screen,9_7_0,2023-01-14T03:37:15.860Z,,,b,,,315,250.051,timeout,e.jpg,,,47808.3,47808.1,47551.9,47552.7,47326.237,47576.288,
canvas.Screen,9_7_1,2023-01-14T03:37:16.684Z,,,b,,,315,833.294,timeout,e.jpg,,,48631.9,48631.7,47808.1,47808.5,47576.288,48409.582,
canvas.Screen,9_7_2,2023-01-14T03:37:16.940Z,,,b,,,315,250.084,timeout,e.jpg,,,48888.1,48887.8,48631.7,48632.2,48409.582,48659.666,
canvas.Screen,9_7_3,2023-01-14T03:37:17.904Z,,,b,TRUE,b,315,1191.634,response,e.jpg,b,keypress(f),49852.1,49851.3,48887.8,48888.3,48659.666,49642.411,
canvas.Screen,9_7_4,2023-01-14T03:37:18.244Z,,,b,,,315,319.895,timeout,e.jpg,,,50192.2,50191.8,49629.257,49852.6,49642.411,49962.306,
flow.Sequence,9_7,2023-01-14T03:37:18.244Z,,,b,,,315,2865.563,completion,e.jpg,,,50192.5,50191.8,47551.9,47552.6,47326.237,49962.306,
canvas.Screen,9_8_0,2023-01-14T03:37:18.492Z,,,d,,,180,247.211,timeout,eR.jpg,,,50440.3,50440,50191.8,50192.6,49962.306,50209.517,
canvas.Screen,9_8_1,2023-01-14T03:37:19.316Z,,,d,,,180,833.466,timeout,eR.jpg,,,51264.1,51263.8,50440,50440.4,50209.517,51042.983,
canvas.Screen,9_8_2,2023-01-14T03:37:19.644Z,,,d,,,180,332.765,timeout,eR.jpg,,,51592.3,51592.1,51263.8,51264.3,51042.983,51375.748,
canvas.Screen,9_8_3,2023-01-14T03:37:20.643Z,,,d,TRUE,d,180,1215.452,response,eR.jpg,d,keypress(j),52591.7,52591.2,51592.1,51592.6,51375.748,52392.125,
canvas.Screen,9_8_4,2023-01-14T03:37:20.995Z,,,d,,,180,334.946,timeout,eR.jpg,,,52943.6,52943.2,52375.473,52592.2,52392.125,52727.071,
flow.Sequence,9_8,2023-01-14T03:37:20.996Z,,,d,,,180,2980.894,completion,eR.jpg,,,52943.9,52943.2,50191.8,50192.6,49962.306,52727.071,
canvas.Screen,9_9_0,2023-01-14T03:37:21.259Z,,,d,,,90,248.528,timeout,eR.jpg,,,53207.7,53207.4,52943.2,52944.1,52727.071,52975.599,
canvas.Screen,9_9_1,2023-01-14T03:37:22.003Z,,,d,,,90,749.928,timeout,eR.jpg,,,53951.7,53951.4,53207.4,53207.9,52975.599,53725.527,
canvas.Screen,9_9_2,2023-01-14T03:37:22.332Z,,,d,,,90,334.937,timeout,eR.jpg,,,54280.1,54279.7,53951.4,53951.9,53725.527,54060.464,
canvas.Screen,9_9_3,2023-01-14T03:37:23.672Z,,,d,TRUE,d,90,1558.036,response,eR.jpg,d,keypress(j),55619.8,55618.5,54279.7,54280.3,54060.464,55424.955,
canvas.Screen,9_9_4,2023-01-14T03:37:24.028Z,,,d,,,90,333.532,timeout,eR.jpg,,,55976,55975.7,55407.742,55628,55424.955,55758.487,
flow.Sequence,9_9,2023-01-14T03:37:24.028Z,,,d,,,90,3248.629,completion,eR.jpg,,,55976.2,55975.7,52943.2,52944,52727.071,55758.487,
canvas.Screen,9_10_0,2023-01-14T03:37:24.292Z,,,b,,,225,249.944,timeout,e.jpg,,,56240.7,56240.4,55975.7,55976.5,55758.487,56008.431,
canvas.Screen,9_10_1,2023-01-14T03:37:25.036Z,,,b,,,225,749.906,timeout,e.jpg,,,56983.9,56983.6,56240.4,56240.9,56008.431,56758.337,
canvas.Screen,9_10_2,2023-01-14T03:37:25.364Z,,,b,,,225,333.31,timeout,e.jpg,,,57312.3,57311.9,56983.6,56984.1,56758.337,57091.647,
canvas.Screen,9_10_3,2023-01-14T03:37:26.800Z,,,b,TRUE,b,225,1655.453,response,e.jpg,b,keypress(f),58748.3,58747.1,57311.9,57312.5,57091.647,58541.171,
canvas.Screen,9_10_4,2023-01-14T03:37:27.148Z,,,b,,,225,338.21,timeout,e.jpg,,,59096.4,59096,58527.38,58750.1,58541.171,58879.381,
flow.Sequence,9_10,2023-01-14T03:37:27.148Z,,,b,,,225,3337.513,completion,e.jpg,,,59096.7,59096,55975.7,55976.4,55758.487,58879.381,
canvas.Screen,9_11_0,2023-01-14T03:37:27.412Z,,,b,,,270,262.435,timeout,e.jpg,,,59359.9,59359.6,59096,59096.8,58879.381,59141.816,
canvas.Screen,9_11_1,2023-01-14T03:37:28.172Z,,,b,,,270,750.853,timeout,e.jpg,,,60120.5,60120.1,59359.6,59360.1,59141.816,59892.669,
canvas.Screen,9_11_2,2023-01-14T03:37:28.420Z,,,b,,,270,248.547,timeout,e.jpg,,,60368.2,60368,60120.1,60120.7,59892.669,60141.216,
canvas.Screen,9_11_3,2023-01-14T03:37:29.174Z,,,b,TRUE,b,270,980.484,response,e.jpg,b,keypress(f),61122.3,61121.7,60368,60368.5,60141.216,60924.27,
canvas.Screen,9_11_4,2023-01-14T03:37:29.452Z,,,b,,,270,253.594,timeout,e.jpg,,,61400.3,61400,60907.647,61129.7,60924.27,61177.864,
flow.Sequence,9_11,2023-01-14T03:37:29.452Z,,,b,,,270,2520.619,completion,e.jpg,,,61400.7,61400,59096,59096.8,58879.381,61177.864,
canvas.Screen,9_12_0,2023-01-14T03:37:29.708Z,,,b,,,180,246.729,timeout,e.jpg,,,61656.3,61656,61400,61400.9,61177.864,61424.593,
canvas.Screen,9_12_1,2023-01-14T03:37:30.460Z,,,b,,,180,766.571,timeout,e.jpg,,,62408.4,62408.1,61656,61656.7,61424.593,62191.164,
canvas.Screen,9_12_2,2023-01-14T03:37:30.795Z,,,b,,,180,334.711,timeout,e.jpg,,,62743.4,62743.1,62408.1,62408.7,62191.164,62525.875,
canvas.Screen,9_12_3,2023-01-14T03:37:31.765Z,,,b,FALSE,b,180,1185.925,response,e.jpg,d,keypress(j),63712.9,63711.8,62743.1,62743.7,62525.875,63507.178,
canvas.Screen,9_12_4,2023-01-14T03:37:32.107Z,,,b,,,180,317.269,timeout,e.jpg,,,64055.4,64055.1,63490.267,63714.9,63507.178,63824.447,
flow.Sequence,9_12,2023-01-14T03:37:32.107Z,,,b,,,180,2877.236,completion,e.jpg,,,64055.8,64055.1,61400,61400.8,61177.864,63824.447,
canvas.Screen,9_13_0,2023-01-14T03:37:32.357Z,,,b,,,0,249.733,timeout,e.jpg,,,64305.1,64304.8,64055.1,64055.9,63824.447,64074.18,
canvas.Screen,9_13_1,2023-01-14T03:37:33.107Z,,,b,,,0,749.815,timeout,e.jpg,,,65055.7,65055.4,64304.8,64305.3,64074.18,64823.995,
canvas.Screen,9_13_2,2023-01-14T03:37:33.355Z,,,b,,,0,249.937,timeout,e.jpg,,,65303.4,65303,65055.4,65055.9,64823.995,65073.932,
canvas.Screen,9_13_3,2023-01-14T03:37:34.132Z,,,b,TRUE,b,0,1005.768,response,e.jpg,b,keypress(f),66080,66079.7,65303,65303.6,65073.932,65873.579,
canvas.Screen,9_13_4,2023-01-14T03:37:34.475Z,,,b,,,0,333.743,timeout,e.jpg,,,66423.6,66423.2,65858.572,66081,65873.579,66207.322,
flow.Sequence,9_13,2023-01-14T03:37:34.476Z,,,b,,,0,2598.753,completion,e.jpg,,,66423.9,66423.2,64055.1,64055.9,63824.447,66207.322,
canvas.Screen,9_14_0,2023-01-14T03:37:34.820Z,,,d,,,270,337.54,timeout,eR.jpg,,,66768.2,66767.8,66423.2,66424.1,66207.322,66544.862,
canvas.Screen,9_14_1,2023-01-14T03:37:35.580Z,,,d,,,270,762.477,timeout,eR.jpg,,,67528.5,67528.3,66767.8,66768.4,66544.862,67307.339,
canvas.Screen,9_14_2,2023-01-14T03:37:35.836Z,,,d,,,270,250.876,timeout,eR.jpg,,,67784.1,67783.9,67528.3,67528.5,67307.339,67558.215,
canvas.Screen,9_14_3,2023-01-14T03:37:37.217Z,,,d,TRUE,d,270,1606.285,response,eR.jpg,d,keypress(j),69165,69164.5,67783.9,67784.3,67558.215,68983.169,
canvas.Screen,9_14_4,2023-01-14T03:37:37.596Z,,,d,,,270,341.565,timeout,eR.jpg,,,69543.9,69543.5,68939.88,69172.4,68983.169,69324.734,
flow.Sequence,9_14,2023-01-14T03:37:37.596Z,,,d,,,270,3336.178,completion,eR.jpg,,,69544.2,69543.5,66423.2,66424.1,66207.322,69324.734,
canvas.Screen,9_15_0,2023-01-14T03:37:37.860Z,,,b,,,90,265.327,timeout,e.jpg,,,69808.6,69808.2,69543.5,69544.4,69324.734,69590.061,
canvas.Screen,9_15_1,2023-01-14T03:37:38.627Z,,,b,,,90,766.602,timeout,e.jpg,,,70575.4,70575.1,69808.2,69808.8,69590.061,70356.663,
canvas.Screen,9_15_2,2023-01-14T03:37:38.963Z,,,b,,,90,334.857,timeout,e.jpg,,,70911.7,70911.3,70575.1,70575.7,70356.663,70691.52,
canvas.Screen,9_15_3,2023-01-14T03:37:40.793Z,,,b,TRUE,b,90,2049.18,response,e.jpg,b,keypress(f),72741,72740.7,70911.3,70911.9,70691.52,72539.772,
canvas.Screen,9_15_4,2023-01-14T03:37:41.140Z,,,b,,,90,349.867,timeout,e.jpg,,,73088.2,73087.9,72521.921,72741.9,72539.772,72889.639,
flow.Sequence,9_15,2023-01-14T03:37:41.140Z,,,b,,,90,3763.166,completion,e.jpg,,,73088.5,73087.9,69543.5,69544.4,69324.734,72889.639,
flow.Loop,9,2023-01-14T03:37:41.140Z,,,,,,,43755.945,completion,,,,73088.8,73087.9,29555.8,29556.2,29331.955,72889.639,
canvas.Screen,10_0_0,2023-01-14T03:37:41.420Z,,,b,,,135,249.925,timeout,e.jpg,,,73368.3,73368,73087.9,73088.9,72889.639,73139.564,
canvas.Screen,10_0_1,2023-01-14T03:37:42.171Z,,,b,,,135,749.786,timeout,e.jpg,,,74119.7,74119.3,73368,73368.5,73139.564,73889.35,
canvas.Screen,10_0_2,2023-01-14T03:37:42.492Z,,,b,,,135,333.426,timeout,e.jpg,,,74439.8,74439.5,74119.3,74119.9,73889.35,74222.776,
canvas.Screen,10_0_3,2023-01-14T03:37:43.327Z,,,b,FALSE,b,135,1051.124,response,e.jpg,d,keypress(j),75274.9,75273.9,74439.5,74439.9,74222.776,75093.067,
canvas.Screen,10_0_4,2023-01-14T03:37:43.700Z,,,b,,,135,333.92,timeout,e.jpg,,,75648.1,75647.7,75058.684,75288.3,75093.067,75426.987,
flow.Sequence,10_0,2023-01-14T03:37:43.700Z,,,b,,,135,2758.061,completion,e.jpg,,,75648.4,75647.7,73087.9,73088.9,72889.639,75426.987,
canvas.Screen,10_1_0,2023-01-14T03:37:43.956Z,,,d,,,225,245.844,timeout,eR.jpg,,,75903.9,75903.6,75647.7,75648.6,75426.987,75672.831,
canvas.Screen,10_1_1,2023-01-14T03:37:44.700Z,,,d,,,225,752.816,timeout,eR.jpg,,,76648.5,76648.2,75903.6,75904.2,75672.831,76425.647,
canvas.Screen,10_1_2,2023-01-14T03:37:44.955Z,,,d,,,225,246.887,timeout,eR.jpg,,,76903.6,76903.3,76648.2,76648.8,76425.647,76672.534,
canvas.Screen,10_1_3,2023-01-14T03:37:45.701Z,,,d,TRUE,d,225,975.766,response,eR.jpg,d,keypress(j),77648.8,77648.3,76903.3,76903.8,76672.534,77438.928,
canvas.Screen,10_1_4,2023-01-14T03:37:46.043Z,,,d,,,225,334.781,timeout,eR.jpg,,,77991.5,77991.2,77422.203,77649.7,77438.928,77773.709,
flow.Sequence,10_1,2023-01-14T03:37:46.044Z,,,d,,,225,2564.213,completion,eR.jpg,,,77991.8,77991.2,75647.7,75648.5,75426.987,77773.709,
canvas.Screen,10_2_0,2023-01-14T03:37:46.308Z,,,b,,,45,265.036,timeout,e.jpg,,,78256.2,78255.9,77991.2,77992,77773.709,78038.745,
canvas.Screen,10_2_1,2023-01-14T03:37:47.069Z,,,b,,,45,749.929,timeout,e.jpg,,,79017.6,79017.3,78255.9,78256.4,78038.745,78788.674,
canvas.Screen,10_2_2,2023-01-14T03:37:47.395Z,,,b,,,45,333.385,timeout,e.jpg,,,79343.5,79343.2,79017.3,79017.7,78788.674,79122.059,
canvas.Screen,10_2_3,2023-01-14T03:37:48.452Z,,,b,TRUE,b,45,1276.841,response,e.jpg,b,keypress(f),80399.9,80398.9,79343.2,79343.6,79122.059,80188.317,
canvas.Screen,10_2_4,2023-01-14T03:37:48.716Z,,,b,,,45,250.239,timeout,e.jpg,,,80664.2,80663.9,80171.845,80401.3,80188.317,80438.556,
flow.Sequence,10_2,2023-01-14T03:37:48.716Z,,,b,,,45,2890.191,completion,e.jpg,,,80664.5,80663.9,77991.2,77991.9,77773.709,80438.556,
canvas.Screen,10_3_0,2023-01-14T03:37:48.972Z,,,d,,,90,250.175,timeout,eR.jpg,,,80920.1,80919.8,80663.9,80664.6,80438.556,80688.731,
canvas.Screen,10_3_1,2023-01-14T03:37:49.716Z,,,d,,,90,750.081,timeout,eR.jpg,,,81664.2,81664,80919.8,80920.3,80688.731,81438.812,
canvas.Screen,10_3_2,2023-01-14T03:37:50.051Z,,,d,,,90,337.272,timeout,eR.jpg,,,81999.7,81999.3,81664,81664.4,81438.812,81776.084,
canvas.Screen,10_3_3,2023-01-14T03:37:50.875Z,,,d,TRUE,d,90,1046.216,response,eR.jpg,d,keypress(j),82822.8,82822.3,81999.3,81999.9,81776.084,82621.484,
canvas.Screen,10_3_4,2023-01-14T03:37:51.149Z,,,d,,,90,251.607,timeout,eR.jpg,,,83097.1,83096.8,82590.222,82823.3,82621.484,82873.091,
flow.Sequence,10_3,2023-01-14T03:37:51.149Z,,,d,,,90,2658.244,completion,eR.jpg,,,83097.3,83096.8,80663.9,80664.6,80438.556,82873.091,
canvas.Screen,10_4_0,2023-01-14T03:37:51.475Z,,,b,,,225,331.857,timeout,e.jpg,,,83423.5,83423.2,83096.8,83097.4,82873.091,83204.948,
canvas.Screen,10_4_1,2023-01-14T03:37:52.236Z,,,b,,,225,749.865,timeout,e.jpg,,,84184,84183.7,83423.2,83424.4,83204.948,83954.813,
