sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
canvas.Screen,10_4_2,2023-01-14T03:37:52.564Z,,,b,,,225,334.659,timeout,e.jpg,,,84512,84511.8,84183.7,84184.3,83954.813,84289.472,
canvas.Screen,10_4_3,2023-01-14T03:37:54.174Z,,,b,TRUE,b,225,1832.728,response,e.jpg,b,keypress(f),86122.6,86122.2,84511.8,84512.2,84289.472,85920.898,
canvas.Screen,10_4_4,2023-01-14T03:37:54.523Z,,,b,,,225,350.621,timeout,e.jpg,,,86471.7,86471.3,85907.05,86129.8,85920.898,86271.519,
flow.Sequence,10_4,2023-01-14T03:37:54.524Z,,,b,,,225,3598.209,completion,e.jpg,,,86471.9,86471.3,83096.8,83097.4,82873.091,86271.519,
canvas.Screen,10_5_0,2023-01-14T03:37:54.876Z,,,b,,,90,332.841,timeout,e.jpg,,,86824.4,86824.1,86471.3,86472.1,86271.519,86604.36,
canvas.Screen,10_5_1,2023-01-14T03:37:55.646Z,,,b,,,90,766.627,timeout,e.jpg,,,87594.3,87594,86824.1,86824.6,86604.36,87370.987,
canvas.Screen,10_5_2,2023-01-14T03:37:55.971Z,,,b,,,90,316.661,timeout,e.jpg,,,87919.4,87919.1,87594,87594.8,87370.987,87687.648,
canvas.Screen,10_5_3,2023-01-14T03:37:57.472Z,,,b,TRUE,b,90,1730.752,response,e.jpg,b,keypress(f),89420.1,89418.4,87919.1,87919.6,87687.648,89220.599,
canvas.Screen,10_5_4,2023-01-14T03:37:57.749Z,,,b,,,90,250.391,timeout,e.jpg,,,89697,89696.6,89204.05,89430.6,89220.599,89470.99,
flow.Sequence,10_5,2023-01-14T03:37:57.749Z,,,b,,,90,3425.081,completion,e.jpg,,,89697.3,89696.6,86471.3,86472.1,86271.519,89470.99,
canvas.Screen,10_6_0,2023-01-14T03:37:58.075Z,,,b,,,270,333.07,timeout,e.jpg,,,90023.7,90023.3,89696.6,89697.4,89470.99,89804.06,
canvas.Screen,10_6_1,2023-01-14T03:37:58.843Z,,,b,,,270,760.458,timeout,e.jpg,,,90791.4,90791.1,90023.3,90023.9,89804.06,90564.518,
canvas.Screen,10_6_2,2023-01-14T03:37:59.172Z,,,b,,,270,339.347,timeout,e.jpg,,,91119.8,91119.5,90791.1,90791.6,90564.518,90903.865,
canvas.Screen,10_6_3,2023-01-14T03:37:59.756Z,,,b,TRUE,b,270,799.535,response,e.jpg,b,keypress(f),91704.5,91703.4,91119.5,91120.1,90903.865,91503.527,
canvas.Screen,10_6_4,2023-01-14T03:38:00.037Z,,,b,,,270,250.026,timeout,e.jpg,,,91985,91984.7,91476.247,91705.2,91503.527,91753.553,
flow.Sequence,10_6,2023-01-14T03:38:00.037Z,,,b,,,270,2513.71,completion,e.jpg,,,91985.2,91984.7,89696.6,89697.4,89470.99,91753.553,
canvas.Screen,10_7_0,2023-01-14T03:38:00.355Z,,,b,,,180,333.562,timeout,e.jpg,,,92303.2,92302.9,91984.7,91985.4,91753.553,92087.115,
canvas.Screen,10_7_1,2023-01-14T03:38:01.125Z,,,b,,,180,766.442,timeout,e.jpg,,,93073,93072.7,92302.9,92303.4,92087.115,92853.557,
canvas.Screen,10_7_2,2023-01-14T03:38:01.459Z,,,b,,,180,334.848,timeout,e.jpg,,,93407.2,93406.9,93072.7,93073.2,92853.557,93188.405,
canvas.Screen,10_7_3,2023-01-14T03:38:02.989Z,,,b,FALSE,b,180,1748.495,response,e.jpg,d,keypress(j),94937.4,94936.9,93406.9,93407.4,93188.405,94736.544,
canvas.Screen,10_7_4,2023-01-14T03:38:03.267Z,,,b,,,180,250.18,timeout,e.jpg,,,95215.7,95215.4,94719.221,94938.4,94736.544,94986.724,
flow.Sequence,10_7,2023-01-14T03:38:03.268Z,,,b,,,180,3461.847,completion,e.jpg,,,95216,95215.4,91984.7,91985.3,91753.553,94986.724,
canvas.Screen,10_8_0,2023-01-14T03:38:03.588Z,,,b,,,315,333.259,timeout,e.jpg,,,95536.4,95536.1,95215.4,95216.1,94986.724,95319.983,
canvas.Screen,10_8_1,2023-01-14T03:38:04.347Z,,,b,,,315,749.774,timeout,e.jpg,,,96295.4,96295.1,95536.1,95536.5,95319.983,96069.757,
canvas.Screen,10_8_2,2023-01-14T03:38:04.676Z,,,b,,,315,333.371,timeout,e.jpg,,,96624.8,96624.4,96295.1,96295.6,96069.757,96403.128,
canvas.Screen,10_8_3,2023-01-14T03:38:05.348Z,,,b,TRUE,b,315,892.272,response,e.jpg,b,keypress(f),97296.3,97295.4,96624.4,96624.9,96403.128,97102.784,
canvas.Screen,10_8_4,2023-01-14T03:38:05.707Z,,,b,,,315,320.065,timeout,e.jpg,,,97655.4,97655,97088.469,97308.8,97102.784,97422.849,
flow.Sequence,10_8,2023-01-14T03:38:05.707Z,,,b,,,315,2668.276,completion,e.jpg,,,97655.6,97655,95215.4,95216,94986.724,97422.849,
canvas.Screen,10_9_0,2023-01-14T03:38:05.955Z,,,d,,,0,263.692,timeout,eR.jpg,,,97903.5,97903.1,97655,97655.8,97422.849,97686.541,
canvas.Screen,10_9_1,2023-01-14T03:38:06.715Z,,,d,,,0,751.015,timeout,eR.jpg,,,98663.7,98663.3,97903.1,97903.7,97686.541,98437.556,
canvas.Screen,10_9_2,2023-01-14T03:38:07.043Z,,,d,,,0,332.125,timeout,eR.jpg,,,98991.4,98991.1,98663.3,98663.9,98437.556,98769.681,
canvas.Screen,10_9_3,2023-01-14T03:38:07.499Z,,,d,TRUE,d,0,675.819,response,eR.jpg,d,keypress(j),99446.5,99445.5,98991.1,98991.6,98769.681,99235.836,
canvas.Screen,10_9_4,2023-01-14T03:38:07.765Z,,,d,,,0,253.578,timeout,eR.jpg,,,99712.1,99711.9,99219.409,99447.6,99235.836,99489.414,
flow.Sequence,10_9,2023-01-14T03:38:07.765Z,,,d,,,0,2289.051,completion,eR.jpg,,,99712.4,99711.9,97655,97655.8,97422.849,99489.414,
canvas.Screen,10_10_0,2023-01-14T03:38:08.020Z,,,d,,,180,246.872,timeout,eR.jpg,,,99967.7,99967.6,99711.9,99712.5,99489.414,99736.286,
canvas.Screen,10_10_1,2023-01-14T03:38:08.772Z,,,d,,,180,766.464,timeout,eR.jpg,,,100719.8,100719.5,99967.6,99967.8,99736.286,100502.75,
canvas.Screen,10_10_2,2023-01-14T03:38:09.037Z,,,d,,,180,253.534,timeout,eR.jpg,,,100985.1,100984.7,100719.5,100719.9,100502.75,100756.284,
canvas.Screen,10_10_3,2023-01-14T03:38:11.286Z,,,d,TRUE,d,180,2476.116,response,eR.jpg,d,keypress(j),103233.2,103232.4,100984.7,100985.2,100756.284,103035.415,
canvas.Screen,10_10_4,2023-01-14T03:38:11.637Z,,,d,,,180,316.897,timeout,eR.jpg,,,103584.3,103583.9,103017.694,103240.5,103035.415,103352.312,
flow.Sequence,10_10,2023-01-14T03:38:11.637Z,,,d,,,180,4094.486,completion,eR.jpg,,,103584.6,103583.9,99711.9,99712.5,99489.414,103352.312,
canvas.Screen,10_11_0,2023-01-14T03:38:11.885Z,,,d,,,45,249.885,timeout,eR.jpg,,,103832.9,103832.7,103583.9,103584.7,103352.312,103602.197,
canvas.Screen,10_11_1,2023-01-14T03:38:12.708Z,,,d,,,45,833.266,timeout,eR.jpg,,,104655.5,104655.2,103832.7,103833.1,103602.197,104435.463,
canvas.Screen,10_11_2,2023-01-14T03:38:13.036Z,,,d,,,45,316.796,timeout,eR.jpg,,,104984,104983.7,104655.2,104655.7,104435.463,104752.259,
canvas.Screen,10_11_3,2023-01-14T03:38:14.138Z,,,d,TRUE,d,45,1332.041,response,eR.jpg,d,keypress(j),106085.4,106084.3,104983.7,104984.2,104752.259,105885.359,
canvas.Screen,10_11_4,2023-01-14T03:38:14.493Z,,,d,,,45,337.629,timeout,eR.jpg,,,106440.7,106440.4,105855.657,106087.1,105885.359,106222.988,
flow.Sequence,10_11,2023-01-14T03:38:14.493Z,,,d,,,45,3088.088,completion,eR.jpg,,,106441,106440.4,103583.9,103584.7,103352.312,106222.988,
canvas.Screen,10_12_0,2023-01-14T03:38:14.828Z,,,d,,,315,328.846,timeout,eR.jpg,,,106775.5,106775.2,106440.4,106441.1,106222.988,106551.834,
canvas.Screen,10_12_1,2023-01-14T03:38:15.580Z,,,d,,,315,751.333,timeout,eR.jpg,,,107528,107527.7,106775.2,106775.8,106551.834,107303.167,
canvas.Screen,10_12_2,2023-01-14T03:38:15.908Z,,,d,,,315,331.797,timeout,eR.jpg,,,107855.5,107855.2,107527.7,107528.3,107303.167,107634.964,
canvas.Screen,10_12_3,2023-01-14T03:38:17.508Z,,,d,TRUE,d,315,1819.736,response,eR.jpg,d,keypress(j),109455.8,109454.7,107855.2,107855.7,107634.964,109251.39,
canvas.Screen,10_12_4,2023-01-14T03:38:17.781Z,,,d,,,315,250.227,timeout,eR.jpg,,,109728.4,109728,109234.654,109463.7,109251.39,109501.617,
flow.Sequence,10_12,2023-01-14T03:38:17.781Z,,,d,,,315,3505.012,completion,eR.jpg,,,109728.6,109728,106440.4,106441.1,106222.988,109501.617,
canvas.Screen,10_13_0,2023-01-14T03:38:18.037Z,,,b,,,0,266.534,timeout,e.jpg,,,109984.6,109984.2,109728,109728.8,109501.617,109768.151,
canvas.Screen,10_13_1,2023-01-14T03:38:18.796Z,,,b,,,0,753.43,timeout,e.jpg,,,110743.6,110743.3,109984.2,109984.7,109768.151,110521.581,
canvas.Screen,10_13_2,2023-01-14T03:38:19.053Z,,,b,,,0,262.862,timeout,e.jpg,,,111000.3,111000,110743.3,110743.8,110521.581,110784.443,
canvas.Screen,10_13_3,2023-01-14T03:38:20.297Z,,,b,TRUE,b,0,1460.057,response,e.jpg,b,keypress(f),112245.1,112244.5,111000,111000.5,110784.443,112034.117,
canvas.Screen,10_13_4,2023-01-14T03:38:20.636Z,,,b,,,0,333.756,timeout,e.jpg,,,112584.1,112583.8,112017.429,112246,112034.117,112367.873,
flow.Sequence,10_13,2023-01-14T03:38:20.637Z,,,b,,,0,3082.183,completion,e.jpg,,,112584.4,112583.8,109728,109728.7,109501.617,112367.873,
canvas.Screen,10_14_0,2023-01-14T03:38:20.972Z,,,d,,,135,333.031,timeout,eR.jpg,,,112920.1,112919.7,112583.8,112584.6,112367.873,112700.904,
canvas.Screen,10_14_1,2023-01-14T03:38:21.732Z,,,d,,,135,750.086,timeout,eR.jpg,,,113679.7,113679.3,112919.7,112920.2,112700.904,113450.99,
canvas.Screen,10_14_2,2023-01-14T03:38:21.980Z,,,d,,,135,250.057,timeout,eR.jpg,,,113927.8,113927.5,113679.3,113679.8,113450.99,113701.047,
canvas.Screen,10_14_3,2023-01-14T03:38:22.598Z,,,d,TRUE,d,135,843.153,response,eR.jpg,d,keypress(j),114545.2,114544.2,113927.5,113928,113701.047,114333.849,
canvas.Screen,10_14_4,2023-01-14T03:38:22.940Z,,,d,,,135,338.232,timeout,eR.jpg,,,114887.8,114887.5,114319.844,114546.9,114333.849,114672.081,
flow.Sequence,10_14,2023-01-14T03:38:22.941Z,,,d,,,135,2519.627,completion,eR.jpg,,,114888.2,114887.5,112583.8,112584.6,112367.873,114672.081,
canvas.Screen,10_15_0,2023-01-14T03:38:23.204Z,,,d,,,270,262.528,timeout,eR.jpg,,,115151.7,115151.3,114887.5,114888.3,114672.081,114934.609,
canvas.Screen,10_15_1,2023-01-14T03:38:23.964Z,,,d,,,270,750.686,timeout,eR.jpg,,,115912,115911.7,115151.3,115151.9,114934.609,115685.295,
canvas.Screen,10_15_2,2023-01-14T03:38:24.221Z,,,d,,,270,265.363,timeout,eR.jpg,,,116168.4,116168,115911.7,115912.3,115685.295,115950.658,
canvas.Screen,10_15_3,2023-01-14T03:38:25.643Z,,,d,TRUE,d,270,1638.442,response,eR.jpg,d,keypress(j),117590.1,117589.1,116168,116168.6,115950.658,117383.378,
canvas.Screen,10_15_4,2023-01-14T03:38:25.917Z,,,d,,,270,250.473,timeout,eR.jpg,,,117864.2,117863.8,117366.979,117595.5,117383.378,117633.851,
flow.Sequence,10_15,2023-01-14T03:38:25.917Z,,,d,,,270,3191.719,completion,eR.jpg,,,117864.5,117863.8,114887.5,114888.3,114672.081,117633.851,
flow.Loop,10,2023-01-14T03:38:25.917Z,,,,,,,44974.161,completion,,,,117864.7,117863.8,73087.9,73088.9,72889.639,117633.851,
canvas.Screen,11_0_0,2023-01-14T03:38:26.165Z,,,d,,,45,249.793,timeout,eR.jpg,,,118112.6,118112.4,117863.8,117864.9,117633.851,117883.644,
canvas.Screen,11_0_1,2023-01-14T03:38:26.924Z,,,d,,,45,766.639,timeout,eR.jpg,,,118871.6,118871.3,118112.4,118112.8,117883.644,118650.283,
canvas.Screen,11_0_2,2023-01-14T03:38:27.180Z,,,d,,,45,249.785,timeout,eR.jpg,,,119128,119127.7,118871.3,118871.7,118650.283,118900.068,
canvas.Screen,11_0_3,2023-01-14T03:38:28.815Z,,,d,TRUE,d,45,1861.832,response,eR.jpg,d,keypress(j),120762.3,120761.9,119127.7,119128.2,118900.068,120549.689,
canvas.Screen,11_0_4,2023-01-14T03:38:29.157Z,,,d,,,45,333.626,timeout,eR.jpg,,,121104.9,121104.5,120533.916,120763.1,120549.689,120883.315,
flow.Sequence,11_0,2023-01-14T03:38:29.158Z,,,d,,,45,3470.649,completion,eR.jpg,,,121105.2,121104.5,117863.8,117864.9,117633.851,120883.315,
canvas.Screen,11_1_0,2023-01-14T03:38:29.413Z,,,b,,,270,260.597,timeout,e.jpg,,,121360.3,121360.1,121104.5,121105.3,120883.315,121143.912,
canvas.Screen,11_1_1,2023-01-14T03:38:30.173Z,,,b,,,270,756.016,timeout,e.jpg,,,122120.5,122120.3,121360.1,121360.6,121143.912,121899.928,
canvas.Screen,11_1_2,2023-01-14T03:38:30.428Z,,,b,,,270,251.022,timeout,e.jpg,,,122375.4,122375.1,122120.3,122120.8,121899.928,122150.95,
canvas.Screen,11_1_3,2023-01-14T03:38:32.322Z,,,b,TRUE,b,270,2117.65,response,e.jpg,b,keypress(f),124269.8,124268.6,122375.1,122375.6,122150.95,124095.988,
canvas.Screen,11_1_4,2023-01-14T03:38:32.708Z,,,b,,,270,338.061,timeout,e.jpg,,,124656,124655.7,124049.166,124281.6,124095.988,124434.049,
flow.Sequence,11_1,2023-01-14T03:38:32.709Z,,,b,,,270,3772.385,completion,e.jpg,,,124656.3,124655.7,121104.5,121105.3,120883.315,124434.049,
canvas.Screen,11_2_0,2023-01-14T03:38:33.036Z,,,d,,,90,332.088,timeout,eR.jpg,,,124983.5,124983,124655.7,124656.4,124434.049,124766.137,
canvas.Screen,11_2_1,2023-01-14T03:38:33.796Z,,,d,,,90,749.747,timeout,eR.jpg,,,125743.5,125743.2,124983,124983.7,124766.137,125515.884,
canvas.Screen,11_2_2,2023-01-14T03:38:34.044Z,,,d,,,90,253.727,timeout,eR.jpg,,,125991.2,125991,125743.2,125743.7,125515.884,125769.611,
canvas.Screen,11_2_3,2023-01-14T03:38:35.700Z,,,d,TRUE,d,90,1876.089,response,eR.jpg,d,keypress(j),127647.9,127645.7,125991,125991.5,125769.611,127448.83,
canvas.Screen,11_2_4,2023-01-14T03:38:36.053Z,,,d,,,90,333.487,timeout,eR.jpg,,,128000.9,128000.6,127431.546,127657.5,127448.83,127782.317,
flow.Sequence,11_2,2023-01-14T03:38:36.054Z,,,d,,,90,3566.551,completion,eR.jpg,,,128001.2,128000.6,124655.7,124656.4,124434.049,127782.317,
canvas.Screen,11_3_0,2023-01-14T03:38:36.388Z,,,b,,,135,333.463,timeout,e.jpg,,,128336,128335.7,128000.6,128001.4,127782.317,128115.78,
canvas.Screen,11_3_1,2023-01-14T03:38:37.148Z,,,b,,,135,749.835,timeout,e.jpg,,,129095.9,129095.5,128335.7,128336.2,128115.78,128865.615,
canvas.Screen,11_3_2,2023-01-14T03:38:37.396Z,,,b,,,135,250.221,timeout,e.jpg,,,129343.7,129343.4,129095.5,129096.1,128865.615,129115.836,
canvas.Screen,11_3_3,2023-01-14T03:38:39.066Z,,,b,TRUE,b,135,1896.664,response,e.jpg,b,keypress(f),131013.5,131012.5,129343.4,129343.9,129115.836,130815.172,
canvas.Screen,11_3_4,2023-01-14T03:38:39.420Z,,,b,,,135,333.515,timeout,e.jpg,,,131368.1,131367.7,130787.716,131016.5,130815.172,131148.687,
flow.Sequence,11_3,2023-01-14T03:38:39.421Z,,,b,,,135,3585.383,completion,e.jpg,,,131368.4,131367.7,128000.6,128001.4,127782.317,131148.687,
canvas.Screen,11_4_0,2023-01-14T03:38:39.757Z,,,d,,,225,333.884,timeout,eR.jpg,,,131704.2,131703.9,131367.7,131368.6,131148.687,131482.571,
canvas.Screen,11_4_1,2023-01-14T03:38:40.589Z,,,d,,,225,832.465,timeout,eR.jpg,,,132537,132536.6,131703.9,131704.3,131482.571,132315.036,
canvas.Screen,11_4_2,2023-01-14T03:38:40.844Z,,,d,,,225,253.615,timeout,eR.jpg,,,132791.4,132791.1,132536.6,132537.2,132315.036,132568.651,
canvas.Screen,11_4_3,2023-01-14T03:38:42.746Z,,,d,TRUE,d,225,2124.249,response,eR.jpg,d,keypress(j),134693.4,134692.9,132791.1,132791.7,132568.651,134497.85,
canvas.Screen,11_4_4,2023-01-14T03:38:43.028Z,,,d,,,225,250.169,timeout,eR.jpg,,,134975.5,134975.2,134477.786,134698.7,134497.85,134748.019,
flow.Sequence,11_4,2023-01-14T03:38:43.028Z,,,d,,,225,3826.513,completion,eR.jpg,,,134975.8,134975.2,131367.7,131368.5,131148.687,134748.019,
canvas.Screen,11_5_0,2023-01-14T03:38:43.291Z,,,b,,,45,270.701,timeout,e.jpg,,,135238.6,135238.4,134975.2,134976,134748.019,135018.72,
canvas.Screen,11_5_1,2023-01-14T03:38:44.052Z,,,b,,,45,762.351,timeout,e.jpg,,,135999.4,135999.2,135238.4,135238.7,135018.72,135781.071,
canvas.Screen,11_5_2,2023-01-14T03:38:44.309Z,,,b,,,45,250.257,timeout,e.jpg,,,136256.8,136256.5,135999.2,135999.6,135781.071,136031.328,
canvas.Screen,11_5_3,2023-01-14T03:38:46.900Z,,,b,TRUE,b,45,2815.672,response,e.jpg,b,keypress(f),138847.9,138847,136256.5,136257,136031.328,138647.536,
canvas.Screen,11_5_4,2023-01-14T03:38:47.252Z,,,b,,,45,333.798,timeout,e.jpg,,,139199.8,139199.6,138631.489,138855,138647.536,138981.334,
flow.Sequence,11_5,2023-01-14T03:38:47.252Z,,,b,,,45,4451.581,completion,e.jpg,,,139200.1,139199.6,134975.2,134975.9,134748.019,138981.334,
canvas.Screen,11_6_0,2023-01-14T03:38:47.589Z,,,d,,,315,332.922,timeout,eR.jpg,,,139536.9,139536.6,139199.6,139200.2,138981.334,139314.256,
canvas.Screen,11_6_1,2023-01-14T03:38:48.421Z,,,d,,,315,832.983,timeout,eR.jpg,,,140368.2,140368,139536.6,139536.9,139314.256,140147.239,
canvas.Screen,11_6_2,2023-01-14T03:38:48.677Z,,,d,,,315,260.834,timeout,eR.jpg,,,140624.2,140623.9,140368,140368.4,140147.239,140408.073,
canvas.Screen,11_6_3,2023-01-14T03:38:50.366Z,,,d,TRUE,d,315,1905.227,response,eR.jpg,d,keypress(j),142313.6,142313.3,140623.9,140624.4,140408.073,142113.58,
canvas.Screen,11_6_4,2023-01-14T03:38:50.644Z,,,d,,,315,250.361,timeout,eR.jpg,,,142591.7,142591.4,142101.713,142319.1,142113.58,142363.941,
flow.Sequence,11_6,2023-01-14T03:38:50.644Z,,,d,,,315,3610.066,completion,eR.jpg,,,142592.1,142591.4,139199.6,139200.2,138981.334,142363.941,
canvas.Screen,11_7_0,2023-01-14T03:38:50.894Z,,,d,,,270,253.426,timeout,eR.jpg,,,142841.3,142840.9,142591.4,142592.3,142363.941,142617.367,
canvas.Screen,11_7_1,2023-01-14T03:38:51.652Z,,,d,,,270,779.529,timeout,eR.jpg,,,143599.6,143599.3,142840.9,142841.4,142617.367,143396.896,
canvas.Screen,11_7_2,2023-01-14T03:38:52.004Z,,,d,,,270,333.776,timeout,eR.jpg,,,143952,143951.7,143599.3,143599.8,143396.896,143730.672,
canvas.Screen,11_7_3,2023-01-14T03:38:53.957Z,,,d,TRUE,d,270,2173.428,response,eR.jpg,d,keypress(j),145905,145904.1,143951.7,143952.2,143730.672,145696.412,
canvas.Screen,11_7_4,2023-01-14T03:38:54.233Z,,,d,,,270,266.679,timeout,eR.jpg,,,146180.3,146179.9,145680.383,145911.2,145696.412,145963.091,
flow.Sequence,11_7,2023-01-14T03:38:54.233Z,,,d,,,270,3815.959,completion,eR.jpg,,,146180.6,146179.9,142591.4,142592.2,142363.941,145963.091,
canvas.Screen,11_8_0,2023-01-14T03:38:54.564Z,,,d,,,135,316.887,timeout,eR.jpg,,,146512.1,146511.8,146179.9,146180.8,145963.091,146279.978,
canvas.Screen,11_8_1,2023-01-14T03:38:55.308Z,,,d,,,135,749.621,timeout,eR.jpg,,,147255.6,147255.2,146511.8,146512.2,146279.978,147029.599,
canvas.Screen,11_8_2,2023-01-14T03:38:55.636Z,,,d,,,135,333.444,timeout,eR.jpg,,,147584.1,147583.7,147255.2,147255.8,147029.599,147363.043,
canvas.Screen,11_8_3,2023-01-14T03:38:57.495Z,,,d,TRUE,d,135,2078.957,response,eR.jpg,d,keypress(j),149442.6,149442,147583.7,147584.3,147363.043,149246.185,
canvas.Screen,11_8_4,2023-01-14T03:38:57.852Z,,,d,,,135,337.751,timeout,eR.jpg,,,149799.9,149799.6,149232.992,149449.9,149246.185,149583.936,
flow.Sequence,11_8,2023-01-14T03:38:57.853Z,,,d,,,135,3836.509,completion,eR.jpg,,,149800.2,149799.6,146179.9,146180.7,145963.091,149583.936,
canvas.Screen,11_9_0,2023-01-14T03:38:58.188Z,,,b,,,90,328.906,timeout,e.jpg,,,150135.6,150135.3,149799.6,149800.4,149583.936,149912.842,
canvas.Screen,11_9_1,2023-01-14T03:38:58.946Z,,,b,,,90,751.137,timeout,e.jpg,,,150893.8,150893.5,150135.3,150135.8,149912.842,150663.979,
canvas.Screen,11_9_2,2023-01-14T03:38:59.197Z,,,b,,,90,248.709,timeout,e.jpg,,,151144.3,151144.1,150893.5,150894.1,150663.979,150912.688,
canvas.Screen,11_9_3,2023-01-14T03:39:01.464Z,,,b,TRUE,b,90,2498.812,response,e.jpg,b,keypress(f),153412,153411.5,151144.1,151144.5,150912.688,153211.977,
canvas.Screen,11_9_4,2023-01-14T03:39:01.741Z,,,b,,,90,253.496,timeout,e.jpg,,,153688.2,153687.9,153195.661,153417.4,153211.977,153465.473,
flow.Sequence,11_9,2023-01-14T03:39:01.741Z,,,b,,,90,4103.964,completion,e.jpg,,,153688.5,153687.9,149799.6,149800.3,149583.936,153465.473,
canvas.Screen,11_10_0,2023-01-14T03:39:01.996Z,,,b,,,180,246.663,timeout,e.jpg,,,153943.5,153943.2,153687.9,153688.7,153465.473,153712.136,
canvas.Screen,11_10_1,2023-01-14T03:39:02.740Z,,,b,,,180,750.001,timeout,e.jpg,,,154687.9,154687.5,153943.2,153943.7,153712.136,154462.137,
canvas.Screen,11_10_2,2023-01-14T03:39:03.069Z,,,b,,,180,333.254,timeout,e.jpg,,,155016.9,155016.5,154687.5,154688.1,154462.137,154795.391,
canvas.Screen,11_10_3,2023-01-14T03:39:05.729Z,,,b,TRUE,b,180,2880.709,response,e.jpg,b,keypress(f),157676.5,157676.1,155016.5,155017.1,154795.391,157478.307,
canvas.Screen,11_10_4,2023-01-14T03:39:06.084Z,,,b,,,180,333.382,timeout,e.jpg,,,158032,158031.7,157461.536,157684,157478.307,157811.689,
flow.Sequence,11_10,2023-01-14T03:39:06.085Z,,,b,,,180,4566.227,completion,e.jpg,,,158032.4,158031.7,153687.9,153688.6,153465.473,157811.689,
canvas.Screen,11_11_0,2023-01-14T03:39:06.340Z,,,b,,,0,251.22,timeout,e.jpg,,,158287.7,158287.4,158031.7,158032.6,157811.689,158062.909,
canvas.Screen,11_11_1,2023-01-14T03:39:07.098Z,,,b,,,0,765.241,timeout,e.jpg,,,159046.1,159045.7,158287.4,158287.9,158062.909,158828.15,
canvas.Screen,11_11_2,2023-01-14T03:39:07.356Z,,,b,,,0,253.579,timeout,e.jpg,,,159303.6,159303.3,159045.7,159046.3,158828.15,159081.729,
canvas.Screen,11_11_3,2023-01-14T03:39:10.580Z,,,b,TRUE,b,0,3446.071,response,e.jpg,b,keypress(f),162528.6,162527.8,159303.3,159303.8,159081.729,162327.505,
canvas.Screen,11_11_4,2023-01-14T03:39:10.860Z,,,b,,,0,250.186,timeout,e.jpg,,,162808,162807.6,162310.959,162540.4,162327.505,162577.691,
flow.Sequence,11_11,2023-01-14T03:39:10.860Z,,,b,,,0,4995.911,completion,e.jpg,,,162808.3,162807.6,158031.7,158032.5,157811.689,162577.691,
canvas.Screen,11_12_0,2023-01-14T03:39:11.180Z,,,b,,,225,333.239,timeout,e.jpg,,,163127.9,163127.6,162807.6,162808.4,162577.691,162910.93,
canvas.Screen,11_12_1,2023-01-14T03:39:11.939Z,,,b,,,225,749.924,timeout,e.jpg,,,163887.7,163887.4,163127.6,163128.2,162910.93,163660.854,
canvas.Screen,11_12_2,2023-01-14T03:39:12.268Z,,,b,,,225,333.336,timeout,e.jpg,,,164215.9,164215.5,163887.4,163887.9,163660.854,163994.19,
canvas.Screen,11_12_3,2023-01-14T03:39:14.478Z,,,b,TRUE,b,225,2430.81,response,e.jpg,b,keypress(f),166425.9,166425,164215.5,164216.1,163994.19,166226.987,
canvas.Screen,11_12_4,2023-01-14T03:39:14.756Z,,,b,,,225,259.572,timeout,e.jpg,,,166704,166703.6,166214.599,166434.8,166226.987,166486.559,
flow.Sequence,11_12,2023-01-14T03:39:14.756Z,,,b,,,225,4125.909,completion,e.jpg,,,166704.3,166703.6,162807.6,162808.4,162577.691,166486.559,
canvas.Screen,11_13_0,2023-01-14T03:39:15.099Z,,,d,,,0,340.679,timeout,eR.jpg,,,167047.7,167047.4,166703.6,166704.5,166486.559,166827.238,
canvas.Screen,11_13_1,2023-01-14T03:39:15.859Z,,,d,,,0,751.232,timeout,eR.jpg,,,167807.8,167807.4,167047.4,167047.9,166827.238,167578.47,
canvas.Screen,11_13_2,2023-01-14T03:39:16.108Z,,,d,,,0,248.861,timeout,eR.jpg,,,168056.2,168055.9,167807.4,167808,167578.47,167827.331,
canvas.Screen,11_13_3,2023-01-14T03:39:16.955Z,,,d,TRUE,d,0,1074.569,response,eR.jpg,d,keypress(j),168902.8,168901.9,168055.9,168056.4,167827.331,168693.313,
canvas.Screen,11_13_4,2023-01-14T03:39:17.233Z,,,d,,,0,270.933,timeout,eR.jpg,,,169180.9,169180.6,168683.075,168903.4,168693.313,168964.246,
flow.Sequence,11_13,2023-01-14T03:39:17.233Z,,,d,,,0,2694.041,completion,eR.jpg,,,169181.2,169180.6,166703.6,166704.5,166486.559,168964.246,
canvas.Screen,11_14_0,2023-01-14T03:39:17.493Z,,,b,,,315,246.077,timeout,e.jpg,,,169440.9,169440.6,169180.6,169181.4,168964.246,169210.323,
canvas.Screen,11_14_1,2023-01-14T03:39:18.244Z,,,b,,,315,749.695,timeout,e.jpg,,,170191.8,170191.5,169440.6,169441.1,169210.323,169960.018,
canvas.Screen,11_14_2,2023-01-14T03:39:18.492Z,,,b,,,315,263.229,timeout,e.jpg,,,170440.5,170440.2,170191.5,170192.1,169960.018,170223.247,
canvas.Screen,11_14_3,2023-01-14T03:39:19.831Z,,,b,TRUE,b,315,1555.253,response,e.jpg,b,keypress(f),171779.5,171778.5,170440.2,170440.7,170223.247,171576.222,
