sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
flow.Loop,6,2023-01-14T04:31:03.486Z,,,,,,,13665.111,completion,,,,26553.8,26454.661,12773.202,12872.5,12789.55,26471.223,
html.Page,7,2023-01-14T04:31:04.833Z,,,,,,,1429.777,form submission,,,,27901.3,27901,26454.661,26553.9,26471.223,27804.346,
canvas.Screen,8,2023-01-14T04:31:05.818Z,,,,,,,1000.081,timeout,,,,28886.4,28787.751,27787.782,27901.4,27804.346,28804.427,
canvas.Screen,9_0_0,2023-01-14T04:31:06.318Z,,,b,,,270,499.867,timeout,e.jpg,,,29386.4,29287.719,28787.751,28886.7,28804.427,29304.294,
canvas.Screen,9_0_1,2023-01-14T04:31:07.320Z,,,b,,,270,999.993,timeout,e.jpg,,,30387.7,30287.564,29287.719,29386.7,29304.294,30304.287,
canvas.Screen,9_0_2,2023-01-14T04:31:07.818Z,,,b,,,270,499.824,timeout,e.jpg,,,30886.1,30787.449,30287.564,30387.9,30304.287,30804.111,
canvas.Screen,9_0_3,2023-01-14T04:31:08.580Z,,,b,FALSE,b,270,843.089,response,e.jpg,d,keypress(j),31647.9,31647.2,30787.449,30886.4,30804.111,31553.738,
canvas.Screen,9_0_4,2023-01-14T04:31:09.067Z,,,b,,,270,500.002,timeout,e.jpg,,,32135.6,32037.089,31537.091,31657.1,31553.738,32053.74,
flow.Sequence,9_0,2023-01-14T04:31:09.068Z,,,b,,,270,3232.662,completion,e.jpg,,,32135.9,32037.089,28787.751,28886.6,28804.427,32053.74,
canvas.Screen,9_1_0,2023-01-14T04:31:09.568Z,,,d,,,225,499.995,timeout,eR.jpg,,,32635.6,32537.108,32037.089,32136.1,32053.74,32553.735,
canvas.Screen,9_1_1,2023-01-14T04:31:10.568Z,,,d,,,225,999.8,timeout,eR.jpg,,,33635.8,33537.089,32537.108,32635.9,32553.735,33553.535,
canvas.Screen,9_1_2,2023-01-14T04:31:11.068Z,,,d,,,225,499.993,timeout,eR.jpg,,,34135.8,34037.19,33537.089,33636,33553.535,34053.528,
canvas.Screen,9_1_3,2023-01-14T04:31:11.651Z,,,d,TRUE,d,225,664.972,response,eR.jpg,d,keypress(j),34719.1,34718.5,34037.19,34135.9,34053.528,34636.698,
canvas.Screen,9_1_4,2023-01-14T04:31:12.151Z,,,d,,,225,500.079,timeout,eR.jpg,,,35218.9,35120.151,34621.175,34724.7,34636.698,35136.777,
flow.Sequence,9_1,2023-01-14T04:31:12.151Z,,,d,,,225,3066.411,completion,eR.jpg,,,35219.2,35120.151,32037.089,32136.1,32053.74,35136.777,
canvas.Screen,9_2_0,2023-01-14T04:31:12.651Z,,,d,,,315,499.929,timeout,eR.jpg,,,35718.7,35620.209,35120.151,35219.3,35136.777,35636.706,
canvas.Screen,9_2_1,2023-01-14T04:31:13.650Z,,,d,,,315,999.85,timeout,eR.jpg,,,36718.6,36620.04,35620.209,35718.9,35636.706,36636.556,
canvas.Screen,9_2_2,2023-01-14T04:31:14.150Z,,,d,,,315,499.936,timeout,eR.jpg,,,37218.6,37119.948,36620.04,36718.8,36636.556,37136.492,
canvas.Screen,9_2_3,2023-01-14T04:31:14.988Z,,,d,FALSE,d,315,919.208,response,eR.jpg,b,keypress(f),38056.6,38055.7,37119.948,37218.8,37136.492,37969.559,
canvas.Screen,9_2_4,2023-01-14T04:31:15.485Z,,,d,,,315,499.936,timeout,eR.jpg,,,38553.2,38453.044,37954.421,38061.9,37969.559,38469.495,
flow.Sequence,9_2,2023-01-14T04:31:15.485Z,,,d,,,315,3316.267,completion,eR.jpg,,,38553.5,38453.044,35120.151,35219.3,35136.777,38469.495,
canvas.Screen,9_3_0,2023-01-14T04:31:15.983Z,,,b,,,180,499.969,timeout,e.jpg,,,39051.6,38953.001,38453.044,38553.6,38469.495,38969.464,
canvas.Screen,9_3_1,2023-01-14T04:31:16.983Z,,,b,,,180,999.864,timeout,e.jpg,,,40051.4,39952.887,38953.001,39051.9,38969.464,39969.328,
canvas.Screen,9_3_2,2023-01-14T04:31:17.483Z,,,b,,,180,500.166,timeout,e.jpg,,,40551.6,40452.878,39952.887,40051.6,39969.328,40469.494,
canvas.Screen,9_3_3,2023-01-14T04:31:18.490Z,,,b,TRUE,b,180,1087.306,response,e.jpg,b,keypress(f),41557.8,41556.8,40452.878,40551.8,40469.494,41469.103,
canvas.Screen,9_3_4,2023-01-14T04:31:18.983Z,,,b,,,180,500.159,timeout,e.jpg,,,42051.3,41952.522,41453.543,41560.2,41469.103,41969.262,
flow.Sequence,9_3,2023-01-14T04:31:18.983Z,,,b,,,180,3483.027,completion,e.jpg,,,42051.7,41952.522,38453.044,38553.6,38469.495,41969.262,
canvas.Screen,9_4_0,2023-01-14T04:31:19.483Z,,,d,,,180,499.919,timeout,eR.jpg,,,42551.3,42452.518,41952.522,42051.8,41969.262,42469.181,
canvas.Screen,9_4_1,2023-01-14T04:31:20.483Z,,,d,,,180,999.735,timeout,eR.jpg,,,43551.1,43452.398,42452.518,42551.4,42469.181,43468.916,
canvas.Screen,9_4_2,2023-01-14T04:31:20.983Z,,,d,,,180,500.055,timeout,eR.jpg,,,44051,43952.359,43452.398,43551.4,43468.916,43968.971,
canvas.Screen,9_4_3,2023-01-14T04:31:22.050Z,,,d,TRUE,d,180,1148.729,response,eR.jpg,d,keypress(j),45118.1,45117.7,43952.359,44051.2,43968.971,45035.277,
canvas.Screen,9_4_4,2023-01-14T04:31:22.549Z,,,d,,,180,500.353,timeout,eR.jpg,,,45617.5,45518.802,45018.548,45125.4,45035.277,45535.63,
flow.Sequence,9_4,2023-01-14T04:31:22.550Z,,,d,,,180,3549.54,completion,eR.jpg,,,45617.9,45518.802,41952.522,42051.7,41969.262,45535.63,
canvas.Screen,9_5_0,2023-01-14T04:31:23.049Z,,,d,,,45,499.599,timeout,eR.jpg,,,46117.3,46018.81,45518.802,45618.1,45535.63,46035.229,
canvas.Screen,9_5_1,2023-01-14T04:31:24.049Z,,,d,,,45,999.8,timeout,eR.jpg,,,47117.2,47018.575,46018.81,46117.5,46035.229,47035.029,
canvas.Screen,9_5_2,2023-01-14T04:31:24.549Z,,,d,,,45,500.095,timeout,eR.jpg,,,47617,47518.489,47018.575,47117.3,47035.029,47535.124,
canvas.Screen,9_5_3,2023-01-14T04:31:25.230Z,,,d,TRUE,d,45,762.776,response,eR.jpg,d,keypress(j),48298.4,48297.9,47518.489,47617.3,47535.124,48218.258,
canvas.Screen,9_5_4,2023-01-14T04:31:25.732Z,,,d,,,45,500.18,timeout,eR.jpg,,,48800.3,48701.693,48201.963,48303.8,48218.258,48718.438,
flow.Sequence,9_5,2023-01-14T04:31:25.732Z,,,d,,,45,3166.063,completion,eR.jpg,,,48800.6,48701.693,45518.802,45618,45535.63,48718.438,
canvas.Screen,9_6_0,2023-01-14T04:31:26.235Z,,,b,,,90,499.663,timeout,e.jpg,,,49302.9,49201.596,48701.693,48800.7,48718.438,49218.101,
canvas.Screen,9_6_1,2023-01-14T04:31:27.232Z,,,b,,,90,1000.139,timeout,e.jpg,,,50300,50201.37,49201.596,49303.4,49218.101,50218.24,
canvas.Screen,9_6_2,2023-01-14T04:31:27.732Z,,,b,,,90,499.815,timeout,e.jpg,,,50800,50701.446,50201.37,50300.2,50218.24,50718.055,
canvas.Screen,9_6_3,2023-01-14T04:31:28.541Z,,,b,TRUE,b,90,890.445,response,e.jpg,b,keypress(f),51608.9,51608.5,50701.446,50800.3,50718.055,51517.796,
canvas.Screen,9_6_4,2023-01-14T04:31:29.032Z,,,b,,,90,500.123,timeout,e.jpg,,,52099.9,52001.2,51497.015,51609.7,51517.796,52017.919,
flow.Sequence,9_6,2023-01-14T04:31:29.032Z,,,b,,,90,3282.762,completion,e.jpg,,,52100.2,52001.2,48701.693,48800.7,48718.438,52017.919,
canvas.Screen,9_7_0,2023-01-14T04:31:29.532Z,,,b,,,315,499.937,timeout,e.jpg,,,52599.8,52501.231,52001.2,52100.3,52017.919,52517.856,
canvas.Screen,9_7_1,2023-01-14T04:31:30.532Z,,,b,,,315,999.757,timeout,e.jpg,,,53599.8,53501.014,52501.231,52599.9,52517.856,53517.613,
canvas.Screen,9_7_2,2023-01-14T04:31:31.032Z,,,b,,,315,499.835,timeout,e.jpg,,,54099.8,54001.151,53501.014,53600.1,53517.613,54017.448,
canvas.Screen,9_7_3,2023-01-14T04:31:31.746Z,,,b,TRUE,b,315,795.852,response,e.jpg,b,keypress(f),54813.9,54813.3,54001.151,54100,54017.448,54734.089,
canvas.Screen,9_7_4,2023-01-14T04:31:32.248Z,,,b,,,315,500.059,timeout,e.jpg,,,55316.2,55217.448,54717.342,54819.2,54734.089,55234.148,
flow.Sequence,9_7,2023-01-14T04:31:32.248Z,,,b,,,315,3199.529,completion,e.jpg,,,55316.5,55217.448,52001.2,52100.3,52017.919,55234.148,
canvas.Screen,9_8_0,2023-01-14T04:31:32.748Z,,,b,,,225,499.929,timeout,e.jpg,,,55816.1,55717.447,55217.448,55316.6,55234.148,55734.077,
canvas.Screen,9_8_1,2023-01-14T04:31:33.748Z,,,b,,,225,1000.004,timeout,e.jpg,,,56816,56717.398,55717.447,55816.4,55734.077,56734.081,
canvas.Screen,9_8_2,2023-01-14T04:31:34.248Z,,,b,,,225,499.838,timeout,e.jpg,,,57315.8,57217.215,56717.398,56816.3,56734.081,57233.919,
canvas.Screen,9_8_3,2023-01-14T04:31:34.968Z,,,b,TRUE,b,225,801.081,response,e.jpg,b,keypress(f),58036,58035,57217.215,57315.9,57233.919,57950.456,
canvas.Screen,9_8_4,2023-01-14T04:31:35.465Z,,,b,,,225,499.96,timeout,e.jpg,,,58532.6,58433.757,57933.474,58036.7,57950.456,58450.416,
flow.Sequence,9_8,2023-01-14T04:31:35.465Z,,,b,,,225,3199.609,completion,e.jpg,,,58533,58433.757,55217.448,55316.6,55234.148,58450.416,
canvas.Screen,9_9_0,2023-01-14T04:31:35.965Z,,,b,,,135,499.739,timeout,e.jpg,,,59032.4,58933.844,58433.757,58533.2,58450.416,58950.155,
canvas.Screen,9_9_1,2023-01-14T04:31:36.966Z,,,b,,,135,999.983,timeout,e.jpg,,,60033.5,59933.607,58933.844,59032.6,58950.155,59950.138,
canvas.Screen,9_9_2,2023-01-14T04:31:37.464Z,,,b,,,135,499.876,timeout,e.jpg,,,60532.2,60433.554,59933.607,60033.8,59950.138,60450.014,
canvas.Screen,9_9_3,2023-01-14T04:31:38.156Z,,,b,TRUE,b,135,772.486,response,e.jpg,b,keypress(f),61223.8,61222.5,60433.554,60532.4,60450.014,61133.134,
canvas.Screen,9_9_4,2023-01-14T04:31:38.647Z,,,b,,,135,500.019,timeout,e.jpg,,,61715.3,61616.672,61117.784,61229,61133.134,61633.153,
flow.Sequence,9_9,2023-01-14T04:31:38.648Z,,,b,,,135,3166.256,completion,e.jpg,,,61715.5,61616.672,58433.757,58533.2,58450.416,61633.153,
canvas.Screen,9_10_0,2023-01-14T04:31:39.147Z,,,d,,,90,500.246,timeout,eR.jpg,,,62215.1,62116.495,61616.672,61715.7,61633.153,62133.399,
canvas.Screen,9_10_1,2023-01-14T04:31:40.147Z,,,d,,,90,999.884,timeout,eR.jpg,,,63215,63116.427,62116.495,62215.4,62133.399,63133.283,
canvas.Screen,9_10_2,2023-01-14T04:31:40.647Z,,,d,,,90,499.683,timeout,eR.jpg,,,63715,63616.333,63116.427,63215.1,63133.283,63632.966,
canvas.Screen,9_10_3,2023-01-14T04:31:41.298Z,,,d,TRUE,d,90,732.234,response,eR.jpg,d,keypress(j),64366,64365.2,63616.333,63715.2,63632.966,64282.748,
canvas.Screen,9_10_4,2023-01-14T04:31:41.797Z,,,d,,,90,499.916,timeout,eR.jpg,,,64864.9,64766.217,64270.967,64371.4,64282.748,64782.664,
flow.Sequence,9_10,2023-01-14T04:31:41.797Z,,,d,,,90,3133.064,completion,eR.jpg,,,64865.2,64766.217,61616.672,61715.6,61633.153,64782.664,
canvas.Screen,9_11_0,2023-01-14T04:31:42.297Z,,,b,,,0,500.014,timeout,e.jpg,,,65365,65266.368,64766.217,64865.4,64782.664,65282.678,
canvas.Screen,9_11_1,2023-01-14T04:31:43.297Z,,,b,,,0,1000.063,timeout,e.jpg,,,66364.7,66266.024,65266.368,65365.2,65282.678,66282.741,
canvas.Screen,9_11_2,2023-01-14T04:31:43.797Z,,,b,,,0,499.84,timeout,e.jpg,,,66864.7,66766.137,66266.024,66364.9,66282.741,66782.581,
canvas.Screen,9_11_3,2023-01-14T04:31:44.350Z,,,b,TRUE,b,0,634.119,response,e.jpg,b,keypress(f),67417.6,67416.7,66766.137,66864.9,66782.581,67332.333,
canvas.Screen,9_11_4,2023-01-14T04:31:44.847Z,,,b,,,0,500.149,timeout,e.jpg,,,67914.7,67816.099,67316.692,67420.1,67332.333,67832.482,
flow.Sequence,9_11,2023-01-14T04:31:44.847Z,,,b,,,0,3033.435,completion,e.jpg,,,67915.1,67816.099,64766.217,64865.4,64782.664,67832.482,
canvas.Screen,9_12_0,2023-01-14T04:31:45.347Z,,,d,,,135,499.797,timeout,eR.jpg,,,68415.1,68316.006,67816.099,67915.2,67832.482,68332.279,
canvas.Screen,9_12_1,2023-01-14T04:31:46.347Z,,,d,,,135,999.985,timeout,eR.jpg,,,69414.6,69316.012,68316.006,68415.3,68332.279,69332.264,
canvas.Screen,9_12_2,2023-01-14T04:31:46.847Z,,,d,,,135,499.938,timeout,eR.jpg,,,69915.2,69815.97,69316.012,69414.8,69332.264,69832.202,
canvas.Screen,9_12_3,2023-01-14T04:31:47.444Z,,,d,TRUE,d,135,679.398,response,eR.jpg,d,keypress(j),70512.1,70511.6,69815.97,69915.6,69832.202,70432.075,
canvas.Screen,9_12_4,2023-01-14T04:31:47.946Z,,,d,,,135,499.935,timeout,eR.jpg,,,71014.3,70915.719,70416.309,70517.5,70432.075,70932.01,
flow.Sequence,9_12,2023-01-14T04:31:47.947Z,,,d,,,135,3083.237,completion,eR.jpg,,,71014.6,70915.719,67816.099,67915.2,67832.482,70932.01,
canvas.Screen,9_13_0,2023-01-14T04:31:48.446Z,,,d,,,0,499.756,timeout,eR.jpg,,,71514,71415.365,70915.719,71014.8,70932.01,71431.766,
canvas.Screen,9_13_1,2023-01-14T04:31:49.446Z,,,d,,,0,999.972,timeout,eR.jpg,,,72513.6,72415.186,71415.365,71514.2,71431.766,72431.738,
canvas.Screen,9_13_2,2023-01-14T04:31:49.946Z,,,d,,,0,499.969,timeout,eR.jpg,,,73013.7,72915.155,72415.186,72513.7,72431.738,72931.707,
canvas.Screen,9_13_3,2023-01-14T04:31:50.507Z,,,d,TRUE,d,0,642.193,response,eR.jpg,d,keypress(j),73574.9,73573.9,72915.155,73014,72931.707,73481.521,
canvas.Screen,9_13_4,2023-01-14T04:31:50.996Z,,,d,,,0,500.111,timeout,eR.jpg,,,74063.6,73965.093,73465.024,73576.6,73481.521,73981.632,
flow.Sequence,9_13,2023-01-14T04:31:50.996Z,,,d,,,0,3033.083,completion,eR.jpg,,,74063.9,73965.093,70915.719,71014.7,70932.01,73981.632,
canvas.Screen,9_14_0,2023-01-14T04:31:51.496Z,,,b,,,45,499.931,timeout,e.jpg,,,74563.5,74464.933,73965.093,74064.1,73981.632,74481.563,
canvas.Screen,9_14_1,2023-01-14T04:31:52.496Z,,,b,,,45,999.745,timeout,e.jpg,,,75563.5,75464.809,74464.933,74563.7,74481.563,75481.308,
canvas.Screen,9_14_2,2023-01-14T04:31:52.995Z,,,b,,,45,499.953,timeout,e.jpg,,,76063.2,75964.673,75464.809,75563.9,75481.308,75981.261,
canvas.Screen,9_14_3,2023-01-14T04:31:53.453Z,,,b,TRUE,b,45,539.039,response,e.jpg,b,keypress(f),76520.9,76520.3,75964.673,76063.4,75981.261,76461.177,
canvas.Screen,9_14_4,2023-01-14T04:31:53.979Z,,,b,,,45,503.495,timeout,e.jpg,,,77046.7,76948.016,76414.828,76528,76461.177,76964.672,
flow.Sequence,9_14,2023-01-14T04:31:53.979Z,,,b,,,45,2966.384,completion,e.jpg,,,77047,76948.016,73965.093,74064,73981.632,76964.672,
canvas.Screen,9_15_0,2023-01-14T04:31:54.480Z,,,d,,,270,499.889,timeout,eR.jpg,,,77547.4,77448.012,76948.016,77047.2,76964.672,77464.561,
canvas.Screen,9_15_1,2023-01-14T04:31:55.478Z,,,d,,,270,999.804,timeout,eR.jpg,,,78546.3,78447.754,77448.012,77547.5,77464.561,78464.365,
canvas.Screen,9_15_2,2023-01-14T04:31:55.979Z,,,d,,,270,499.792,timeout,eR.jpg,,,79046.4,78947.806,78447.754,78546.5,78464.365,78964.157,
canvas.Screen,9_15_3,2023-01-14T04:31:56.602Z,,,d,TRUE,d,270,704.243,response,eR.jpg,d,keypress(j),79669.4,79668.4,78947.806,79046.7,78964.157,79580.753,
canvas.Screen,9_15_4,2023-01-14T04:31:57.095Z,,,d,,,270,500.081,timeout,eR.jpg,,,80162.9,80064.226,79556.887,79670,79580.753,80080.834,
flow.Sequence,9_15,2023-01-14T04:31:57.095Z,,,d,,,270,3099.554,completion,eR.jpg,,,80163.2,80064.226,76948.016,77047.1,76964.672,80080.834,
flow.Loop,9,2023-01-14T04:31:57.096Z,,,,,,,51259.799,completion,,,,80163.5,80064.226,28787.751,28886.5,28804.427,80080.834,
canvas.Screen,10_0_0,2023-01-14T04:31:57.595Z,,,b,,,180,500.037,timeout,e.jpg,,,80662.5,80564.107,80064.226,80163.6,80080.834,80580.871,
canvas.Screen,10_0_1,2023-01-14T04:31:58.595Z,,,b,,,180,999.848,timeout,e.jpg,,,81662.6,81564.034,80564.107,80662.6,80580.871,81580.719,
canvas.Screen,10_0_2,2023-01-14T04:31:59.095Z,,,b,,,180,499.924,timeout,e.jpg,,,82162.6,82064.019,81564.034,81662.8,81580.719,82080.643,
canvas.Screen,10_0_3,2023-01-14T04:31:59.746Z,,,b,TRUE,b,180,732.257,response,e.jpg,b,keypress(f),82813.9,82812.9,82064.019,82162.9,82080.643,82730.323,
canvas.Screen,10_0_4,2023-01-14T04:32:00.245Z,,,b,,,180,500.199,timeout,e.jpg,,,83312.5,83213.898,82713.765,82821,82730.323,83230.522,
flow.Sequence,10_0,2023-01-14T04:32:00.245Z,,,b,,,180,3133.064,completion,e.jpg,,,83312.8,83213.898,80064.226,80163.6,80080.834,83230.522,
canvas.Screen,10_1_0,2023-01-14T04:32:00.745Z,,,d,,,90,499.868,timeout,eR.jpg,,,83812.3,83713.803,83213.898,83313,83230.522,83730.39,
canvas.Screen,10_1_1,2023-01-14T04:32:01.744Z,,,d,,,90,999.787,timeout,eR.jpg,,,84812.2,84713.672,83713.803,83812.6,83730.39,84730.177,
canvas.Screen,10_1_2,2023-01-14T04:32:02.244Z,,,d,,,90,500.046,timeout,eR.jpg,,,85312.2,85213.623,84713.672,84812.4,84730.177,85230.223,
canvas.Screen,10_1_3,2023-01-14T04:32:02.705Z,,,d,TRUE,d,90,542.177,response,eR.jpg,d,keypress(j),85772.9,85772.4,85213.623,85312.4,85230.223,85679.903,
canvas.Screen,10_1_4,2023-01-14T04:32:03.194Z,,,d,,,90,500.12,timeout,eR.jpg,,,86262,86163.398,85669.69,85773.4,85679.903,86180.023,
flow.Sequence,10_1,2023-01-14T04:32:03.194Z,,,d,,,90,2932.876,completion,eR.jpg,,,86262.3,86163.398,83213.898,83313,83230.522,86180.023,
canvas.Screen,10_2_0,2023-01-14T04:32:03.694Z,,,b,,,0,499.892,timeout,e.jpg,,,86762,86663.398,86163.398,86262.5,86180.023,86679.915,
canvas.Screen,10_2_1,2023-01-14T04:32:04.694Z,,,b,,,0,999.79,timeout,e.jpg,,,87761.8,87663.19,86663.398,86762.1,86679.915,87679.705,
canvas.Screen,10_2_2,2023-01-14T04:32:05.194Z,,,b,,,0,500.159,timeout,e.jpg,,,88261.7,88163.117,87663.19,87761.9,87679.705,88179.864,
canvas.Screen,10_2_3,2023-01-14T04:32:05.578Z,,,b,TRUE,b,0,464.436,response,e.jpg,b,keypress(f),88646.2,88644.3,88163.117,88262,88179.864,88562.874,
canvas.Screen,10_2_4,2023-01-14T04:32:06.077Z,,,b,,,0,499.959,timeout,e.jpg,,,89144.9,89046.248,88546.428,88655.5,88562.874,89062.833,
flow.Sequence,10_2,2023-01-14T04:32:06.077Z,,,b,,,0,2866.225,completion,e.jpg,,,89145.2,89046.248,86163.398,86262.4,86180.023,89062.833,
canvas.Screen,10_3_0,2023-01-14T04:32:06.577Z,,,b,,,315,500.147,timeout,e.jpg,,,89644.9,89546.216,89046.248,89145.4,89062.833,89562.98,
canvas.Screen,10_3_1,2023-01-14T04:32:07.577Z,,,b,,,315,999.754,timeout,e.jpg,,,90644.7,90546.146,89546.216,89645,89562.98,90562.734,
canvas.Screen,10_3_2,2023-01-14T04:32:08.077Z,,,b,,,315,499.914,timeout,e.jpg,,,91145.2,91046.562,90546.146,90645,90562.734,91062.648,
canvas.Screen,10_3_3,2023-01-14T04:32:08.467Z,,,b,TRUE,b,315,471.452,response,e.jpg,b,keypress(f),91535.1,91534.1,91046.562,91145.4,91062.648,91445.839,
canvas.Screen,10_3_4,2023-01-14T04:32:08.960Z,,,b,,,315,499.965,timeout,e.jpg,,,92028.1,91929.357,91429.96,91537.6,91445.839,91945.804,
flow.Sequence,10_3,2023-01-14T04:32:08.961Z,,,b,,,315,2866.524,completion,e.jpg,,,92028.4,91929.357,89046.248,89145.3,89062.833,91945.804,
canvas.Screen,10_4_0,2023-01-14T04:32:09.461Z,,,d,,,225,499.963,timeout,eR.jpg,,,92528.6,92429.214,91929.357,92028.6,91945.804,92445.767,
canvas.Screen,10_4_1,2023-01-14T04:32:10.460Z,,,d,,,225,1000.011,timeout,eR.jpg,,,93527.8,93429.183,92429.214,92529,92445.767,93445.778,
