sender,sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
イントロ1,html.Page,0,2023-01-03T04:18:47.198Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54"",""platform"":""Win32"",""language"":""ja"",""locale"":""ja-JP"",""timeZone"":""Asia/Tokyo"",""timezoneOffset"":-540,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1294,""scroll_height"":661,""window_innerWidth"":1294,""window_innerHeight"":709,""devicePixelRatio"":1}",,,,,,6174.9000000000115,form submission,,,,6898.799999999988,6898.700000000012,607.136,807.7000000000116,723.8,6823.671,{}
イントロ2,html.Page,1,2023-01-03T04:18:50.415Z,,,,,,,3291.8289999999997,form submission,,,,10115.700000000012,10115.5,6807.03,6899.100000000006,6823.671,10040.276,
イントロ3,html.Page,2,2023-01-03T04:19:01.446Z,,,,,,,11106.623999999994,form submission,,,,21147,21146.899999999994,10023.569,10115.700000000012,10040.276,21073.253,
イントロ4,html.Page,3,2023-01-03T04:19:02.075Z,,,,,,,701.947000000011,form submission,,,,21775.600000000006,21775.20000000001,21056.652,21147.100000000006,21073.253,21706.632,
イントロ5,html.Page,4,2023-01-03T04:19:03.512Z,,,,,,,1506.3679999999986,form submission,,,,23213.100000000006,23213,21689.954,21775.70000000001,21706.632,23139.836,
できるだけ早く正確に,canvas.Screen,5,2023-01-03T04:19:04.509Z,,,,,,,1000.1810000000005,timeout,,,,24209.29999999999,24123.292,23123.185,23213.100000000006,23139.836,24140.017,
空白時間1 (0.5秒),canvas.Screen,6_0_0,2023-01-03T04:19:05.008Z,,,b,,,270,499.8889999999992,timeout,e.jpg,,,24708.899999999994,24623.218,24123.292,24209.5,24140.017,24639.906,
注視(1秒),canvas.Screen,6_0_1,2023-01-03T04:19:06.008Z,,,b,,,270,999.893,timeout,e.jpg,,,25709,25623.311,24623.218,24709.100000000006,24639.906,25639.799,
空白時間2 (0.5秒),canvas.Screen,6_0_2,2023-01-03T04:19:06.508Z,,,b,,,270,500.1860000000015,timeout,e.jpg,,,26209,26123.107,25623.311,25709,25639.799,26139.985,
刺激提示(練習),canvas.Screen,6_0_3,2023-01-03T04:19:08.055Z,,,b,false,b,270,1614.8149999999878,response,e.jpg,d,keypress(j),27755.599999999977,27754.79999999999,26123.107,26209.099999999977,26139.985,27673.066,
フィードバック(0.5秒),canvas.Screen,6_0_4,2023-01-03T04:19:08.541Z,,,b,,,270,500.1100000000006,timeout,e.jpg,,,28241.900000000023,28156.499,27656.451,27756.099999999977,27673.066,28173.176,
トライアル,flow.Sequence,6_0,2023-01-03T04:19:08.542Z,,,b,,,270,4016.482,completion,e.jpg,,,28242.599999999977,28156.499,24123.292,24209.399999999994,24140.017,28173.176,
空白時間1 (0.5秒),canvas.Screen,6_1_0,2023-01-03T04:19:09.041Z,,,d,,,135,500.0420000000013,timeout,eR.jpg,,,28742,28656.429,28156.499,28242.599999999977,28173.176,28673.218,
注視(1秒),canvas.Screen,6_1_1,2023-01-03T04:19:10.041Z,,,d,,,135,999.8960000000006,timeout,eR.jpg,,,29741.900000000023,29656.448,28656.429,28742,28673.218,29673.114,
空白時間2 (0.5秒),canvas.Screen,6_1_2,2023-01-03T04:19:10.541Z,,,d,,,135,499.887999999999,timeout,eR.jpg,,,30241.79999999999,30156.337,29656.448,29742.099999999977,29673.114,30173.002,
刺激提示(練習),canvas.Screen,6_1_3,2023-01-03T04:19:11.284Z,,,d,false,d,135,810.5979999999763,response,eR.jpg,b,keypress(f),30984.29999999999,30983.599999999977,30156.337,30241.900000000023,30173.002,30923.036,
フィードバック(0.5秒),canvas.Screen,6_1_4,2023-01-03T04:19:11.791Z,,,d,,,135,500.02899999999863,timeout,eR.jpg,,,31492.099999999977,31406.584,30906.407,30992,30923.036,31423.065,
トライアル,flow.Sequence,6_1,2023-01-03T04:19:11.792Z,,,d,,,135,3233.4079999999994,completion,eR.jpg,,,31492.29999999999,31406.584,28156.499,28242.599999999977,28173.176,31423.065,
空白時間1 (0.5秒),canvas.Screen,6_2_0,2023-01-03T04:19:12.291Z,,,d,,,315,499.9070000000029,timeout,eR.jpg,,,31991.900000000023,31906.37,31406.584,31492.29999999999,31423.065,31922.972,
注視(1秒),canvas.Screen,6_2_1,2023-01-03T04:19:13.291Z,,,d,,,315,1000.2050000000017,timeout,eR.jpg,,,32991.79999999999,32906.314,31906.37,31991.900000000023,31922.972,32923.177,
空白時間2 (0.5秒),canvas.Screen,6_2_2,2023-01-03T04:19:13.791Z,,,d,,,315,499.7439999999988,timeout,eR.jpg,,,33491.79999999999,33406.296,32906.314,32991.90000000002,32923.177,33422.921,
