sender,sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
イントロ1,html.Page,0,2023-01-16T08:41:36.174Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""ja"",""locale"":""ja"",""timeZone"":""Asia/Tokyo"",""timezoneOffset"":-540,""screen_width"":1280,""screen_height"":800,""scroll_width"":824,""scroll_height"":646,""window_innerWidth"":824,""window_innerHeight"":694,""devicePixelRatio"":1.5}",,,,,,3079.741000000012,form submission,,,,4718.8000000000175,4718.200000000012,1338.866,1991.3000000000175,1638.459,4351.711,{}
イントロ2,html.Page,1,2023-01-16T08:41:37.541Z,,,,,,,1733.7889999999998,form submission,,,,6085.700000000012,6085.5,4335.055,4719.8000000000175,4351.711,5733.264,
イントロ3,html.Page,2,2023-01-16T08:41:39.517Z,,,,,,,2328.136000000023,form submission,,,,8061.700000000012,8061.400000000023,5716.67,6085.900000000023,5733.264,7697.447,
イントロ4,html.Page,3,2023-01-16T08:41:40.261Z,,,,,,,1107.8530000000173,form submission,,,,8805.600000000006,8805.300000000017,7680.838,8061.900000000023,7697.447,8446.516,
イントロ5,html.Page,4,2023-01-16T08:41:40.829Z,,,,,,,926.8840000000237,form submission,,,,9373.800000000017,9373.400000000023,8429.875,8805.800000000017,8446.516,9029.079,
できるだけ早く正確に,canvas.Screen,5,2023-01-16T08:41:41.550Z,,,,,,,699.1329999999998,timeout,,,,10095,10094.400000000023,8995.82,9373.900000000023,9029.079,9728.212,
空白時間1 (0.5秒),canvas.Screen,6_0_0,2023-01-16T08:41:41.780Z,,,b,,,270,216.4369999999999,timeout,e.jpg,,,10325,10324.600000000006,10094.400000000023,10095.600000000006,9728.212,9944.649,
注視(1秒),canvas.Screen,6_0_1,2023-01-16T08:41:42.472Z,,,b,,,270,699.0439999999999,timeout,e.jpg,,,11016.900000000023,11016.600000000006,10324.600000000006,10325.200000000012,9944.649,10643.693,
空白時間2 (0.5秒),canvas.Screen,6_0_2,2023-01-16T08:41:42.690Z,,,b,,,270,216.41899999999987,timeout,e.jpg,,,11234.800000000017,11234.400000000023,11016.600000000006,11017.100000000006,10643.693,10860.112,
刺激提示(練習),canvas.Screen,6_0_3,2023-01-16T08:41:43.351Z,,,b,true,b,270,1033.8880000000008,response,e.jpg,b,keypress(f),11895.600000000006,11894,11234.400000000023,11235,10860.112,11542.55,
フィードバック(0.5秒),canvas.Screen,6_0_4,2023-01-16T08:41:43.580Z,,,b,,,270,199.79600000000028,timeout,e.jpg,,,12124.700000000012,12124.300000000017,11525.912,11897.800000000017,11542.55,11742.346,
トライアル,flow.Sequence,6_0,2023-01-16T08:41:43.581Z,,,b,,,270,2396.088000000018,completion,e.jpg,,,12125.200000000012,12124.300000000017,10094.400000000023,10095.5,9728.212,11742.346,
空白時間1 (0.5秒),canvas.Screen,6_1_0,2023-01-16T08:41:43.790Z,,,d,,,135,216.4300000000003,timeout,eR.jpg,,,12334.800000000017,12334.300000000017,12124.300000000017,12125.600000000006,11742.346,11958.776,
注視(1秒),canvas.Screen,6_1_1,2023-01-16T08:41:44.480Z,,,d,,,135,682.4310000000005,timeout,eR.jpg,,,13024.600000000006,13024.200000000012,12334.300000000017,12335.100000000006,11958.776,12641.207,
空白時間2 (0.5秒),canvas.Screen,6_1_2,2023-01-16T08:41:44.706Z,,,d,,,135,233.003999999999,timeout,eR.jpg,,,13250.200000000012,13249.800000000017,13024.200000000012,13024.700000000012,12641.207,12874.211,
刺激提示(練習),canvas.Screen,6_1_3,2023-01-16T08:41:45.407Z,,,d,true,d,135,1076.0890000000181,response,eR.jpg,d,keypress(j),13951.300000000017,13950.300000000017,13249.800000000017,13250.600000000006,12874.211,13589.973,
フィードバック(0.5秒),canvas.Screen,6_1_4,2023-01-16T08:41:45.630Z,,,d,,,135,216.4310000000005,timeout,eR.jpg,,,14174.700000000012,14174.300000000017,13573.313,13954.100000000006,13589.973,13806.404,
トライアル,flow.Sequence,6_1,2023-01-16T08:41:45.631Z,,,d,,,135,2431.954000000018,completion,eR.jpg,,,14175.200000000012,14174.300000000017,12124.300000000017,12125.400000000023,11742.346,13806.404,
空白時間1 (0.5秒),canvas.Screen,6_2_0,2023-01-16T08:41:45.850Z,,,b,,,180,216.3760000000002,timeout,e.jpg,,,14394.5,14394.100000000006,14174.300000000017,14175.400000000023,13806.404,14022.78,
注視(1秒),canvas.Screen,6_2_1,2023-01-16T08:41:46.550Z,,,b,,,180,699.0849999999991,timeout,e.jpg,,,15094.400000000023,15094.100000000006,14394.100000000006,14394.700000000012,14022.78,14721.865,
空白時間2 (0.5秒),canvas.Screen,6_2_2,2023-01-16T08:41:46.770Z,,,b,,,180,216.4320000000007,timeout,e.jpg,,,15314.800000000017,15314.400000000023,15094.100000000006,15094.600000000006,14721.865,14938.297,
刺激提示(練習),canvas.Screen,6_2_3,2023-01-16T08:41:47.671Z,,,b,true,b,180,1264.2029999999995,response,e.jpg,b,keypress(f),16215.5,16202.5,15314.400000000023,15315.100000000006,14938.297,15870.41,
フィードバック(0.5秒),canvas.Screen,6_2_4,2023-01-16T08:41:47.910Z,,,b,,,180,216.40999999999985,timeout,e.jpg,,,16454.5,16454.20000000001,15853.753,16221.800000000017,15870.41,16086.82,
トライアル,flow.Sequence,6_2,2023-01-16T08:41:47.910Z,,,b,,,180,2647.796000000011,completion,e.jpg,,,16454.70000000001,16454.20000000001,14174.300000000017,14175.300000000017,13806.404,16086.82,
空白時間1 (0.5秒),canvas.Screen,6_3_0,2023-01-16T08:41:48.130Z,,,d,,,315,216.42200000000048,timeout,eR.jpg,,,16674.5,16674.20000000001,16454.20000000001,16454.800000000017,16086.82,16303.242,
注視(1秒),canvas.Screen,6_3_1,2023-01-16T08:41:48.830Z,,,d,,,315,699.0619999999999,timeout,eR.jpg,,,17374.5,17374.20000000001,16674.20000000001,16674.70000000001,16303.242,17002.304,
空白時間2 (0.5秒),canvas.Screen,6_3_2,2023-01-16T08:41:49.050Z,,,d,,,315,216.42199999999866,timeout,eR.jpg,,,17594.900000000023,17594.600000000006,17374.20000000001,17374.800000000017,17002.304,17218.726,
刺激提示(練習),canvas.Screen,6_3_3,2023-01-16T08:41:49.651Z,,,d,true,d,315,975.6740000000245,response,eR.jpg,d,keypress(j),18195.100000000006,18194.400000000023,17594.600000000006,17595.100000000006,17218.726,17867.865,
フィードバック(0.5秒),canvas.Screen,6_3_4,2023-01-16T08:41:49.910Z,,,d,,,315,216.42099999999846,timeout,eR.jpg,,,18455,18454.600000000006,17851.228,18221.5,17867.865,18084.286,
トライアル,flow.Sequence,6_3,2023-01-16T08:41:49.911Z,,,d,,,315,2367.780000000006,completion,eR.jpg,,,18455.5,18454.600000000006,16454.20000000001,16454.800000000017,16086.82,18084.286,
練習試行(e),flow.Loop,6,2023-01-16T08:41:49.911Z,,,,,,,8726.388000000006,completion,,,,18455.900000000023,18454.600000000006,10094.400000000023,10095.400000000023,9728.212,18084.286,
イントロ6,html.Page,7,2023-01-16T08:41:52.133Z,,,,,,,2593.4140000000116,form submission,,,,20677.900000000023,20677.70000000001,18454.600000000006,18456.20000000001,18084.286,20314.81,
できるだけ早く正確に,canvas.Screen,8,2023-01-16T08:41:52.840Z,,,,,,,699.0939999999973,timeout,,,,21384.600000000006,21384.20000000001,20298.129,20678.20000000001,20314.81,21013.904,
