sender,sender_type,sender_id,timestamp,meta,,answer,correct,correctResponse,deg,duration,ended_on,image,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
イントロ1,html.Page,0,2023-01-10T07:18:41.393Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""ja"",""locale"":""ja"",""timeZone"":""Asia/Tokyo"",""timezoneOffset"":-540,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":741,""window_innerWidth"":1440,""window_innerHeight"":789,""devicePixelRatio"":2}",,,,,,12395.75800000596,form submission,,,,12728.199999988079,12727.90000000596,265.478,409.69999998807907,332.142,12666.006,{}
イントロ2,html.Page,1,2023-01-10T07:18:54.431Z,,,,,,,13100.394000005961,form submission,,,,25766.59999999404,25766.40000000596,12649.34,12728.5,12666.006,25698.818,
イントロ3,html.Page,2,2023-01-10T07:19:07.548Z,,,,,,,13184.48199998212,form submission,,,,38883.79999998212,38883.29999998212,25682.152,25766.79999998212,25698.818,38815.694,
イントロ4,html.Page,3,2023-01-10T07:19:51.186Z,,,,,,,43706.505999988076,form submission,,,,82522.69999998808,82522.19999998808,38799.028,38884,38815.694,82450.042,
イントロ5,html.Page,4,2023-01-10T07:19:54.458Z,,,,,,,3343.5579999940383,form submission,,,,85794.09999999404,85793.59999999404,82433.376,82523,82450.042,85749.91,
できるだけ早く正確に,canvas.Screen,5,2023-01-10T07:19:55.470Z,,,,,,,999.9599999999919,timeout,,,,86806.79999998212,86733.204,85716.578,85794.40000000596,85749.91,86749.87,
空白時間1 (0.5秒),canvas.Screen,6_0_0,2023-01-10T07:19:55.970Z,,,b,,,270,499.9800000000105,timeout,e.jpg,,,87306.19999998808,87233.184,86733.204,86807.29999998212,86749.87,87249.85,
注視(1秒),canvas.Screen,6_0_1,2023-01-10T07:19:56.970Z,,,b,,,270,999.9599999999919,timeout,e.jpg,,,88306.90000000596,88233.144,87233.184,87306.79999998212,87249.85,88249.81,
空白時間2 (0.5秒),canvas.Screen,6_0_2,2023-01-10T07:19:57.470Z,,,b,,,270,499.9799999999959,timeout,e.jpg,,,88806.5,88733.124,88233.144,88307.29999998212,88249.81,88749.79,
刺激提示(練習),canvas.Screen,6_0_3,2023-01-10T07:20:21.697Z,,,b,true,b,270,24263.509999982125,response,e.jpg,b,keypress(f),113034,113013.29999998212,88733.124,88806.69999998808,88749.79,112967.28,
フィードバック(0.5秒),canvas.Screen,6_0_4,2023-01-10T07:20:22.187Z,,,b,,,270,499.9799999999959,timeout,e.jpg,,,113523.90000000596,113450.594,112950.614,113035.29999998212,112967.28,113467.26,
トライアル,flow.Sequence,6_0,2023-01-10T07:20:22.188Z,,,b,,,270,26700.724000000002,completion,e.jpg,,,113524.69999998808,113450.594,86733.204,86807.29999998212,86749.87,113467.26,
空白時間1 (0.5秒),canvas.Screen,6_1_0,2023-01-10T07:20:22.688Z,,,d,,,315,499.9800000000105,timeout,eR.jpg,,,114024.79999998212,113950.574,113450.594,113525,113467.26,113967.24,
注視(1秒),canvas.Screen,6_1_1,2023-01-10T07:20:23.687Z,,,d,,,315,999.9599999999919,timeout,eR.jpg,,,115024.09999999404,114950.534,113950.574,114025,113967.24,114967.2,
空白時間2 (0.5秒),canvas.Screen,6_1_2,2023-01-10T07:20:24.187Z,,,d,,,315,499.9799999999959,timeout,eR.jpg,,,115523.90000000596,115450.514,114950.534,115024.29999998212,114967.2,115467.18,
刺激提示(練習),canvas.Screen,6_1_3,2023-01-10T07:20:25.756Z,,,d,true,d,315,1619.1199999821256,response,eR.jpg,d,keypress(j),117092.90000000596,117086.29999998212,115450.514,115524.29999998212,115467.18,117050.45,
フィードバック(0.5秒),canvas.Screen,6_1_4,2023-01-10T07:20:26.271Z,,,d,,,315,500.5219999999972,timeout,eR.jpg,,,117608.19999998808,117534.306,117033.784,117109.40000000596,117050.45,117550.972,
トライアル,flow.Sequence,6_1,2023-01-10T07:20:26.271Z,,,d,,,315,4067.046000000002,completion,eR.jpg,,,117608.40000000596,117534.306,113450.594,113524.90000000596,113467.26,117550.972,
空白時間1 (0.5秒),canvas.Screen,6_2_0,2023-01-10T07:20:26.771Z,,,b,,,180,499.9800000000105,timeout,e.jpg,,,118108.40000000596,118034.286,117534.306,117608.59999999404,117550.972,118050.952,
注視(1秒),canvas.Screen,6_2_1,2023-01-10T07:20:27.771Z,,,b,,,180,999.9599999999919,timeout,e.jpg,,,119108.5,119034.246,118034.286,118108.79999998212,118050.952,119050.912,
空白時間2 (0.5秒),canvas.Screen,6_2_2,2023-01-10T07:20:28.271Z,,,b,,,180,499.9800000000105,timeout,e.jpg,,,119607.59999999404,119534.226,119034.246,119108.90000000596,119050.912,119550.892,
刺激提示(練習),canvas.Screen,6_2_3,2023-01-10T07:20:30.303Z,,,b,false,b,180,2082.7079999940324,response,e.jpg,d,keypress(j),121639.69999998808,121633.59999999404,119534.226,119608,119550.892,121600.81,
